alpha_freq,delta_freq,u_kmeans,g_kmeans,r_freq,i_kmeans,z_width,redshift_freq
8,8,8,11,26,8,3,18
8,9,2,2,2,2,1,9
9,8,2,4,11,5,2,31
7,7,11,13,32,9,3,21
2,5,11,13,47,15,5,11
2,5,2,2,3,3,1,8
2,4,6,5,10,4,1,11
5,10,11,12,28,9,3,17
5,10,14,11,23,7,2,19
10,2,14,12,29,9,3,18
6,2,11,11,31,9,3,20
5,0,13,13,35,10,3,17
6,10,6,9,28,11,3,30
9,3,9,11,23,8,2,18
4,7,5,4,3,2,1,3
10,0,7,5,6,3,1,10
1,0,8,12,40,11,3,27
1,0,8,13,47,14,4,26
11,2,4,5,13,6,2,1
4,5,8,12,40,12,3,25
4,5,11,13,49,14,4,27
8,10,10,15,45,11,3,3
7,7,4,4,7,4,3,7
8,3,8,10,26,9,3,24
3,6,13,14,46,12,3,25
2,6,5,7,21,9,3,25
3,8,11,9,21,8,2,3
3,7,11,15,34,9,3,23
6,1,12,11,43,14,4,3
2,5,10,11,49,14,4,5
9,4,9,12,46,15,4,29
9,2,3,6,16,7,3,29
5,10,2,3,6,4,2,6
10,2,14,9,17,6,2,14
7,1,10,9,24,8,2,4
5,7,8,11,33,9,3,24
5,7,4,4,5,3,1,12
7,9,13,12,26,8,2,20
11,7,6,9,32,11,3,32
6,10,6,9,30,11,3,32
3,4,10,11,21,7,2,17
8,5,3,5,14,7,2,5
10,8,10,15,48,12,3,24
6,3,1,2,2,2,1,6
6,9,10,7,12,5,2,15
9,3,0,0,0,3,1,2
0,0,6,6,11,5,2,12
8,9,5,5,8,4,1,10
7,10,11,10,21,7,2,16
5,10,7,10,36,12,4,33
5,10,3,4,11,6,2,1
5,10,10,13,37,9,2,4
5,10,7,11,38,11,3,31
5,0,13,11,26,8,2,23
1,5,10,13,44,14,4,16
5,4,5,6,16,7,2,7
7,9,10,12,32,9,3,22
6,2,4,4,4,3,1,10
7,9,4,4,5,3,1,11
3,9,12,10,20,7,2,16
3,9,14,12,27,9,3,17
4,10,11,12,31,9,3,23
9,8,7,11,41,13,4,28
11,0,13,10,20,7,2,18
6,7,7,10,38,13,4,29
3,7,12,13,37,10,3,21
0,3,12,12,27,9,3,16
0,0,3,3,4,3,1,1
0,0,11,9,20,7,2,2
7,10,10,11,27,9,3,20
10,2,9,12,29,8,3,25
10,5,2,2,2,2,1,1
2,6,7,11,43,13,4,32
4,9,13,14,46,12,3,28
7,7,13,13,42,14,4,21
2,8,6,8,31,12,4,7
6,3,9,10,40,13,4,5
10,8,4,5,12,6,2,1
9,3,11,7,12,4,1,15
10,3,2,3,6,4,1,1
1,1,8,12,44,14,4,28
0,1,10,15,48,14,4,29
5,7,11,11,26,9,3,14
5,7,13,11,23,8,3,16
9,3,7,8,22,9,3,1
5,0,9,10,41,14,4,33
11,5,8,15,48,13,3,21
1,5,6,7,19,8,3,2
1,7,8,9,28,11,3,3
5,0,8,11,33,9,3,24
3,6,9,14,48,14,4,29
7,9,9,10,19,7,2,17
7,3,11,11,35,10,3,24
7,3,11,13,36,10,3,23
3,9,5,8,19,9,3,30
4,10,9,9,19,7,2,17
5,9,8,11,32,9,3,24
6,9,10,16,43,12,3,18
7,9,11,13,37,10,3,23
7,9,11,13,35,10,3,23
8,8,11,10,27,9,3,24
3,2,9,10,30,9,3,21
11,5,6,7,18,8,3,0
2,6,8,9,40,13,4,33
2,6,5,6,13,6,2,5
7,1,9,12,47,15,4,12
7,7,0,0,0,0,0,5
5,0,13,14,35,9,3,20
4,7,9,15,49,13,3,29
4,7,7,12,44,14,4,29
10,3,9,8,14,5,2,13
3,10,10,11,22,7,2,23
4,10,4,4,5,3,1,11
3,10,1,2,5,4,1,11
3,9,4,5,9,4,1,12
11,7,11,17,50,14,3,3
5,10,2,3,6,4,2,6
4,0,8,10,31,9,3,27
7,7,13,16,49,13,3,28
0,1,6,8,22,10,3,13
1,1,7,7,16,6,2,12
0,1,11,13,34,9,3,19
1,1,9,14,50,14,4,29
11,0,4,6,15,7,2,1
11,5,7,8,21,9,3,0
11,5,7,10,42,13,4,6
11,5,5,8,25,9,3,22
4,6,9,12,43,12,3,28
4,6,10,14,48,13,4,26
7,7,10,11,38,12,4,7
3,3,3,4,5,3,1,10
4,4,10,8,16,6,2,15
5,4,6,6,16,6,4,12
5,0,12,11,25,8,3,19
11,5,10,12,32,10,3,20
0,4,13,17,48,12,3,5
9,4,1,4,13,7,3,1
8,8,11,13,34,10,3,20
6,9,4,4,6,3,1,11
2,4,7,9,17,6,2,18
0,9,5,6,15,7,2,2
4,10,6,10,32,11,3,29
6,7,14,15,46,11,3,28
11,0,9,15,50,14,4,28
10,5,4,6,18,7,2,32
9,5,10,12,42,13,3,31
10,3,6,8,23,9,3,2
10,3,4,5,11,5,2,0
10,3,3,4,7,4,1,3
2,1,7,6,9,3,1,5
7,6,11,18,48,11,3,5
7,6,2,3,12,6,2,1
7,5,6,5,4,2,1,5
9,3,9,8,14,5,2,16
9,3,4,4,4,3,1,10
7,4,10,13,34,9,3,22
11,5,10,16,48,12,3,21
3,5,9,13,29,9,3,16
3,9,12,16,40,10,3,25
4,10,15,11,27,8,3,20
3,9,4,5,10,4,1,8
4,10,5,4,5,3,1,11
0,6,15,16,50,13,3,28
7,7,11,15,47,11,3,3
3,3,10,9,18,7,2,15
5,0,7,10,31,9,3,25
5,0,10,13,36,10,3,22
7,8,7,11,40,13,4,33
2,5,4,3,3,2,1,9
2,5,12,11,26,8,3,19
3,9,6,9,25,10,3,29
4,10,5,5,8,4,1,11
6,9,5,7,15,6,2,14
8,3,9,11,27,8,2,21
9,3,12,10,31,10,3,13
2,4,14,11,23,7,2,20
2,4,10,12,35,10,3,21
2,4,5,5,10,4,1,10
2,8,8,9,29,11,3,7
3,9,6,9,38,12,4,32
3,9,6,8,26,10,3,22
4,4,10,17,48,14,4,25
4,4,12,16,50,16,5,28
3,9,8,12,45,15,4,30
3,9,2,2,6,5,2,2
4,10,5,7,18,8,3,0
6,9,7,10,41,13,4,32
1,3,14,14,45,12,3,2
7,8,11,13,37,10,3,24
6,9,10,14,40,11,3,20
7,4,13,10,20,7,2,16
8,4,9,12,30,9,3,26
3,7,11,11,29,9,3,22
3,5,8,10,20,7,2,17
2,6,2,2,4,3,1,4
11,3,11,12,28,9,3,19
8,4,13,13,32,9,3,23
11,0,11,12,50,13,4,27
7,9,10,12,27,9,3,17
5,5,6,9,30,11,3,31
6,0,4,4,6,3,1,9
11,5,5,7,18,8,3,0
3,10,8,10,23,8,3,19
4,10,4,4,6,3,1,8
10,2,11,15,38,9,3,26
10,5,3,6,15,7,2,31
7,7,7,9,27,11,3,1
3,6,12,16,49,12,3,26
4,10,11,11,23,8,2,4
5,10,9,11,42,14,4,33
1,0,14,11,22,7,2,19
1,0,8,8,14,6,2,14
4,10,9,12,28,8,2,25
4,10,10,12,34,10,3,24
11,0,8,13,48,14,4,28
11,5,5,4,4,2,1,12
2,4,9,8,15,6,2,15
3,9,13,13,32,9,3,22
1,1,7,8,23,9,3,13
1,1,8,11,26,8,3,19
6,0,9,11,25,8,3,18
0,0,4,5,10,4,2,8
11,5,10,11,45,15,5,7
10,2,4,5,13,6,2,1
2,5,13,13,35,10,3,18
2,5,9,14,43,11,3,28
3,9,6,6,13,6,2,3
4,10,7,8,23,9,3,5
9,5,11,10,20,7,2,16
9,7,1,0,0,0,0,9
6,9,11,7,13,5,2,14
2,3,12,11,25,8,2,23
2,4,8,7,13,5,2,14
3,4,4,3,3,2,1,11
10,10,4,5,9,4,2,3
7,9,4,4,4,2,1,10
1,2,6,7,16,7,2,5
6,5,5,5,8,4,1,11
4,4,11,12,28,9,3,18
7,10,8,11,41,15,4,0
6,7,4,4,3,2,1,13
6,7,11,12,29,10,3,15
1,0,10,16,49,13,3,28
10,3,4,4,5,3,1,1
7,2,0,0,0,0,0,7
6,2,10,17,37,9,3,26
5,10,2,5,13,6,2,29
6,10,5,8,26,10,3,32
2,8,2,2,2,2,1,7
4,10,3,4,11,5,2,2
4,10,7,10,38,12,4,32
5,0,12,14,39,10,3,24
9,7,13,10,27,10,3,2
10,0,11,13,49,14,4,27
8,6,6,6,15,7,2,1
2,5,14,17,44,11,3,27
6,9,7,9,24,8,2,24
10,7,9,14,44,11,3,24
7,1,13,14,35,9,3,23
3,7,10,11,23,8,2,17
11,5,10,17,48,12,3,25
3,9,6,8,25,9,3,23
4,10,3,4,7,4,1,10
6,7,7,11,44,14,4,30
5,5,7,6,10,4,1,14
3,10,13,12,23,7,2,24
6,2,10,12,27,8,2,21
2,6,5,6,17,8,3,4
0,1,10,12,29,9,3,20
1,1,10,9,18,7,2,15
1,3,10,11,34,9,3,26
7,8,14,9,19,6,2,1
1,5,7,9,24,9,3,1
2,4,6,6,9,4,1,13
2,4,13,10,20,7,2,15
3,5,14,10,19,7,2,17
6,9,12,15,45,12,3,23
6,2,10,11,23,8,2,17
8,3,4,5,12,5,2,2
8,3,4,6,17,8,3,29
1,3,9,12,38,9,3,3
8,6,11,12,27,9,3,19
9,7,1,1,0,0,0,8
10,2,10,11,22,8,2,17
4,10,3,4,7,4,2,0
3,9,9,12,41,12,3,26
1,1,11,15,48,13,3,24
4,10,7,12,42,14,4,30
4,10,9,12,46,15,4,33
4,6,9,16,49,14,4,27
4,8,11,10,20,7,2,16
4,8,13,13,36,9,3,25
8,4,13,11,21,7,2,17
8,9,8,11,44,14,4,16
4,7,8,12,46,14,4,30
7,9,4,4,8,4,1,9
7,9,11,12,31,9,3,22
10,3,15,10,19,7,2,17
9,8,14,15,43,11,3,27
7,10,4,5,10,5,2,9
7,10,10,15,41,10,3,22
11,1,3,3,11,5,2,4
11,1,8,8,16,6,2,5
0,1,7,6,13,5,2,3
0,1,6,4,3,2,1,4
0,1,2,3,7,4,2,1
11,1,2,2,2,2,1,2
11,1,1,1,1,1,1,3
0,1,11,10,22,6,2,4
2,10,14,13,33,10,3,19
8,3,3,3,2,2,1,9
3,3,8,9,28,9,3,24
0,0,6,8,23,10,3,0
7,7,5,9,28,11,3,30
9,6,4,4,9,4,1,11
3,10,13,16,45,12,3,27
11,3,15,14,40,10,3,23
8,4,5,7,22,9,3,11
9,3,14,15,35,9,3,25
4,9,12,12,24,10,3,18
2,7,5,5,7,4,1,7
3,7,3,5,14,6,2,30
11,7,7,11,43,13,4,28
3,8,10,14,43,11,3,4
7,8,8,12,49,15,4,31
5,9,3,3,3,2,1,11
8,8,11,14,34,10,3,18
11,2,8,9,27,10,3,33
3,9,7,10,32,11,3,25
3,9,2,3,5,3,1,9
3,9,2,1,1,1,0,8
0,3,13,13,35,9,3,22
8,8,5,6,9,4,1,12
11,1,2,2,2,2,1,2
0,1,1,2,2,2,1,2
0,1,2,2,2,2,1,3
0,1,9,10,20,6,2,5
0,1,7,5,6,3,1,4
7,8,5,5,7,3,1,9
7,9,8,12,48,15,4,33
6,10,2,3,6,4,2,0
6,7,10,12,27,9,3,17
6,7,9,10,27,9,3,22
9,8,10,16,50,9,2,4
10,6,8,11,40,12,4,2
6,7,8,15,26,7,2,25
5,7,13,17,48,12,3,26
6,7,13,11,25,8,2,21
5,7,4,4,4,3,1,11
5,7,6,5,6,3,1,12
3,1,12,10,22,7,2,19
10,7,11,15,38,9,3,25
11,1,11,16,50,15,5,29
2,5,11,13,35,10,3,19
5,10,3,4,9,5,2,7
5,10,7,9,35,12,3,33
3,10,1,1,1,2,1,8
4,10,10,13,42,11,3,26
4,5,9,13,47,13,3,27
0,5,14,15,42,11,3,25
0,3,12,17,50,14,3,2
11,0,6,6,7,3,1,14
11,0,13,12,33,9,3,22
2,8,9,12,30,9,3,21
2,9,9,9,17,6,2,18
9,8,12,13,41,11,3,26
4,10,14,12,28,8,3,24
1,1,10,9,22,8,3,4
0,4,11,13,30,9,3,18
0,5,10,12,29,9,3,18
6,2,8,10,29,9,2,25
10,0,1,2,2,2,1,1
3,6,11,17,45,11,3,25
4,10,5,6,15,7,2,1
4,10,7,10,40,13,4,5
1,1,9,14,47,14,4,28
6,10,15,13,38,10,3,19
9,4,11,15,41,10,3,23
10,0,9,12,49,12,3,18
3,2,3,5,16,7,3,5
3,2,3,3,6,4,1,7
2,9,15,11,22,7,2,20
7,9,10,10,25,8,3,23
4,8,11,16,41,10,3,26
4,8,2,1,0,0,0,8
0,0,5,3,2,2,1,5
0,0,6,6,13,6,2,6
7,8,7,9,23,9,3,27
7,7,1,1,1,1,1,5
0,1,3,3,5,3,1,4
0,1,9,8,17,6,2,3
0,1,8,6,12,3,1,1
10,10,5,3,1,1,0,4
1,0,13,14,38,10,3,23
2,6,4,5,13,6,2,7
3,7,4,5,11,5,2,3
2,9,11,17,50,13,3,28
10,4,10,15,42,10,3,4
4,10,13,13,33,9,3,25
4,10,8,14,36,9,3,24
5,10,7,10,39,13,4,29
3,2,13,13,39,10,3,25
1,1,6,8,21,8,3,12
11,1,4,5,14,6,2,9
1,1,8,13,43,14,4,16
5,0,9,11,27,8,2,22
3,3,6,5,10,4,1,11
5,0,12,13,38,10,3,23
4,10,2,3,4,3,1,8
5,0,11,17,39,10,3,23
6,9,6,7,12,5,2,14
8,8,7,12,42,14,4,30
6,9,8,10,40,13,4,0
11,5,6,10,36,13,4,29
11,5,14,9,23,9,3,2
4,10,13,15,47,12,3,28
4,10,4,7,23,10,3,28
3,9,3,6,16,7,3,30
4,5,12,16,45,11,3,22
3,3,3,7,10,7,4,3
3,4,8,13,49,15,4,27
5,0,11,13,34,10,3,19
10,5,7,8,19,7,2,3
5,4,4,7,20,8,2,32
7,9,13,15,44,12,3,23
6,9,9,13,31,10,3,16
8,8,8,10,30,10,3,25
6,9,5,8,23,10,3,27
7,4,7,10,39,13,4,7
9,4,11,11,31,10,3,24
5,2,6,5,8,4,1,12
10,4,9,8,14,6,2,15
11,4,3,3,2,1,1,11
6,5,5,5,10,4,2,9
3,7,7,9,20,7,2,22
3,7,7,7,13,5,2,14
8,4,9,11,28,9,3,19
5,10,9,11,27,8,3,22
4,2,15,12,27,8,2,21
9,7,9,9,15,6,2,17
6,9,14,12,38,12,3,14
7,8,3,4,8,4,1,10
4,2,7,8,21,8,3,29
4,5,3,5,10,4,2,11
4,5,9,13,47,14,4,28
5,10,7,10,34,11,3,2
5,10,3,5,14,6,2,31
6,10,4,6,16,7,3,0
8,10,14,15,41,11,3,23
6,7,5,4,5,3,1,12
7,7,4,4,6,3,1,12
11,5,4,6,14,6,2,0
11,5,9,12,31,7,2,3
7,6,3,6,16,7,3,29
1,0,10,12,27,9,3,17
3,7,6,10,31,12,4,30
11,3,10,15,44,11,3,23
11,3,8,14,36,9,3,22
9,3,4,5,8,4,1,8
2,3,9,13,35,10,3,19
4,7,11,18,46,12,3,28
8,8,12,13,33,10,3,20
3,6,9,14,49,15,4,28
11,0,12,7,11,4,1,14
10,2,13,16,46,11,3,24
10,5,8,10,39,13,4,1
8,0,5,5,8,4,1,12
9,4,9,11,26,7,2,22
9,7,3,3,3,2,1,9
6,3,7,10,36,12,4,33
8,6,10,14,36,10,3,24
0,0,3,4,7,3,1,11
4,10,8,11,44,14,4,31
4,10,0,1,0,1,1,4
1,3,7,9,26,11,3,33
5,2,7,10,27,8,3,22
7,9,7,7,12,5,2,14
3,4,12,10,28,9,3,25
4,4,7,8,23,9,3,5
6,9,13,16,43,11,3,17
11,6,6,10,35,12,3,30
0,7,7,14,44,15,3,1
11,7,13,15,46,11,3,3
5,10,11,13,36,9,2,4
2,6,3,4,11,5,2,4
3,6,6,9,35,12,4,31
8,10,12,15,46,11,3,26
6,7,0,0,0,1,1,7
6,0,14,11,24,8,2,23
4,2,14,13,33,9,3,21
4,2,9,13,33,9,3,24
11,3,9,15,36,9,3,24
11,3,11,15,42,10,3,23
11,5,13,14,40,10,3,22
0,5,9,12,45,15,4,24
1,4,9,11,47,15,4,1
5,0,10,12,27,9,3,17
1,1,8,10,22,8,3,16
1,1,8,8,15,6,2,14
2,8,5,6,15,7,2,1
10,2,12,10,25,9,3,3
8,0,14,12,29,9,3,18
8,0,9,13,35,10,3,21
11,0,11,15,50,15,4,28
6,2,8,10,23,8,3,18
4,6,11,18,50,14,3,2
4,4,12,13,48,15,4,28
4,0,14,12,34,9,3,22
11,5,6,7,18,8,3,1
11,5,7,9,33,12,3,6
6,6,5,7,18,8,3,0
4,10,11,16,48,12,3,27
3,9,8,11,47,14,4,30
11,4,8,10,34,12,4,1
8,8,8,8,14,6,2,15
6,9,6,6,11,4,1,13
9,3,13,13,38,10,3,18
3,5,10,9,16,6,2,15
2,4,5,6,11,5,2,10
6,3,10,12,42,13,4,7
11,0,10,11,29,9,3,23
0,0,2,2,2,2,1,9
9,7,6,6,8,4,1,13
4,0,11,12,31,9,3,22
3,9,11,11,26,8,3,19
3,10,7,8,14,6,2,14
3,10,13,12,32,9,3,22
3,9,8,11,29,9,3,22
10,2,14,14,44,11,3,21
11,2,15,14,39,10,3,25
10,5,6,7,21,9,3,33
10,5,4,7,20,8,3,30
11,6,13,16,49,12,3,2
4,9,8,10,19,7,2,16
11,3,13,12,28,8,3,18
9,3,13,11,22,7,2,18
7,1,8,11,22,7,2,21
11,5,5,8,24,11,3,30
7,6,3,3,3,3,1,4
6,7,9,8,16,6,2,5
11,9,15,2,1,1,1,1
8,8,13,15,44,11,3,24
6,3,10,12,44,13,4,33
3,9,6,9,31,11,3,31
3,9,8,11,47,14,4,31
4,10,7,10,39,12,4,31
3,9,8,11,42,14,4,29
4,10,7,10,38,13,4,27
2,5,14,13,30,9,3,20
2,5,9,14,43,10,3,25
3,9,6,9,27,11,3,28
3,9,7,9,31,11,3,33
4,10,5,7,19,8,3,33
8,3,13,13,37,10,3,20
8,4,11,11,27,7,2,25
8,2,12,18,50,12,3,2
7,9,9,8,16,6,2,6
7,4,10,11,44,15,4,32
0,1,8,8,13,5,2,15
5,0,9,10,20,7,2,17
4,0,10,16,44,11,3,26
0,0,4,4,7,4,1,9
7,1,9,12,25,8,2,18
3,6,8,12,47,15,4,24
2,8,2,2,3,3,1,4
2,6,7,10,33,12,4,28
10,3,10,12,26,10,3,3
5,5,10,12,27,8,3,20
3,4,9,7,14,5,2,14
0,3,14,12,31,9,3,21
2,4,13,10,30,9,3,22
3,5,9,15,41,11,3,22
0,0,5,6,14,6,2,5
6,10,14,13,37,10,3,21
6,7,10,11,22,7,2,18
3,6,6,6,11,4,1,13
8,8,4,4,4,2,1,8
8,7,6,6,10,4,1,12
1,0,9,14,44,12,3,25
2,6,9,12,41,12,3,30
2,6,6,5,8,4,1,5
7,8,10,11,25,7,2,21
6,9,3,4,7,4,1,7
11,2,3,7,20,9,3,7
5,10,8,10,36,11,3,20
5,10,3,5,15,7,2,32
5,0,15,10,21,7,2,21
6,0,4,4,4,3,1,9
4,9,14,10,21,7,2,18
4,9,12,14,40,11,3,18
11,3,13,14,34,10,3,21
4,5,8,8,14,6,2,14
3,9,5,5,9,4,1,10
7,9,15,10,19,7,2,17
8,8,12,12,29,9,3,18
7,7,8,12,45,14,4,30
3,6,4,4,5,3,1,8
11,5,9,14,37,10,3,19
0,5,8,9,23,9,3,4
7,0,12,13,37,10,3,18
7,2,7,9,17,6,2,17
6,0,10,7,12,4,1,15
4,0,9,12,24,8,2,19
11,5,12,9,23,9,3,1
4,10,10,16,44,11,3,26
10,4,7,11,42,12,4,31
4,10,8,10,27,9,3,31
4,10,2,2,1,1,1,6
6,8,8,11,42,13,4,33
1,0,12,13,35,9,3,2
4,0,10,11,29,9,3,14
11,3,6,9,30,12,3,2
8,3,2,2,3,3,1,6
10,3,5,6,17,7,3,0
9,5,6,6,12,5,2,9
9,7,5,5,8,4,1,9
3,4,4,3,3,2,1,10
3,4,5,5,8,4,1,10
3,5,10,11,25,8,3,18
3,5,14,16,43,11,3,26
3,5,14,11,26,9,3,14
10,4,8,11,24,8,2,20
2,6,6,5,10,5,2,6
2,6,5,7,22,9,3,25
4,6,8,12,46,12,4,29
6,10,8,10,27,10,3,14
4,8,11,12,34,10,3,22
6,5,11,12,26,8,3,18
5,5,9,10,19,7,2,16
6,5,10,13,37,10,3,22
4,10,1,2,4,3,1,3
4,10,5,9,26,11,3,30
4,10,7,11,41,13,4,30
4,10,2,4,13,7,3,3
4,10,8,10,26,10,3,33
5,0,3,4,7,4,1,10
5,0,13,13,37,10,3,23
1,5,10,11,23,8,2,18
1,5,7,9,26,9,3,25
2,8,7,9,29,11,3,3
10,4,12,15,37,10,3,21
3,7,11,16,39,10,3,25
3,7,4,3,3,2,1,10
10,7,10,9,20,8,2,4
9,3,13,14,36,10,3,23
11,5,6,9,33,12,4,29
11,5,5,6,16,7,2,0
2,5,11,11,23,8,2,19
3,9,4,4,3,2,1,11
3,9,4,5,11,5,2,4
10,5,3,5,12,6,2,0
11,3,9,12,29,8,2,23
8,8,15,11,25,8,2,21
2,6,8,10,44,14,4,31
2,6,3,5,12,6,2,3
6,7,7,6,11,4,2,6
10,4,11,11,19,7,2,15
6,9,8,13,36,9,3,24
6,7,1,0,0,0,0,8
6,7,10,15,36,9,3,23
1,1,4,5,13,6,2,9
0,1,10,14,50,15,4,29
1,7,7,8,22,9,3,2
3,7,12,18,50,13,3,27
7,8,9,12,33,9,3,24
8,8,6,5,7,3,1,13
9,3,8,11,23,7,2,21
3,5,4,3,3,2,1,9
2,3,3,3,3,2,1,10
11,0,8,11,38,12,4,13
11,7,8,12,38,11,3,14
9,6,6,7,11,4,1,14
9,5,11,12,34,10,3,21
10,4,7,10,39,13,4,33
1,6,12,11,23,6,2,5
3,2,13,9,17,6,2,16
0,0,5,6,16,7,3,6
0,0,7,9,32,11,3,24
4,7,11,17,49,13,3,28
8,7,15,10,21,7,2,19
11,7,12,15,44,11,3,22
1,8,2,2,2,2,1,3
5,7,12,13,34,10,3,21
11,0,9,14,47,14,4,29
0,6,11,9,24,9,3,0
7,6,7,6,11,5,2,5
2,8,7,5,8,2,1,3
2,8,7,9,42,12,3,5
5,0,13,13,40,11,3,20
10,10,4,4,6,3,1,9
3,4,9,14,35,9,3,24
0,1,8,11,35,10,3,24
8,0,14,12,33,9,3,22
8,0,10,13,32,9,3,19
8,0,8,7,13,5,2,14
7,8,12,11,24,8,2,2
8,8,14,12,31,9,3,18
6,9,4,3,3,2,1,11
2,4,8,8,15,6,2,15
3,1,4,4,7,4,1,3
2,1,8,9,27,10,3,7
6,9,3,6,14,5,2,12
3,9,6,7,24,10,3,33
3,9,7,12,46,15,4,18
4,10,6,7,18,7,2,6
7,3,9,11,41,13,4,28
5,4,5,4,5,3,1,5
3,3,6,8,26,11,3,33
4,3,1,1,1,1,1,7
0,0,15,13,40,10,3,24
10,2,7,10,25,8,3,4
7,9,8,11,40,13,4,12
10,3,12,13,38,10,3,2
0,3,15,13,42,11,3,26
3,4,2,3,5,3,1,7
6,3,8,11,44,14,4,33
11,5,7,11,41,14,4,32
1,1,9,9,19,7,2,14
1,1,6,7,13,5,2,12
10,2,10,17,50,15,4,29
4,10,13,15,47,12,3,26
11,6,9,13,26,10,3,0
7,8,13,13,37,10,3,6
6,9,11,9,16,6,2,16
7,8,10,11,24,8,2,18
7,8,13,13,35,10,3,23
7,2,10,14,50,15,5,28
7,3,12,13,33,9,3,19
3,9,7,10,43,13,4,32
3,9,9,13,41,12,3,16
11,5,15,16,49,13,3,5
1,7,4,5,12,5,2,2
5,5,11,10,21,7,2,21
3,4,9,11,25,8,2,20
5,8,13,15,44,11,3,25
6,2,5,5,7,4,1,9
1,3,12,18,44,12,3,22
9,4,2,3,3,2,1,10
0,0,5,5,10,4,1,10
0,0,6,6,8,4,1,13
2,4,4,4,7,4,1,10
10,3,13,10,19,7,2,17
4,4,14,11,23,8,2,17
10,5,9,10,22,7,2,5
3,3,5,5,6,3,1,13
0,0,11,14,49,15,4,29
1,1,9,8,18,7,2,12
10,7,10,12,45,14,4,29
7,8,8,10,32,11,3,28
4,10,8,12,47,14,4,32
4,10,6,7,20,9,3,7
4,10,8,12,45,14,4,28
1,1,2,3,4,3,1,8
2,1,7,8,16,6,2,14
1,1,5,7,18,7,2,9
8,7,8,11,45,15,4,7
3,2,13,9,17,6,2,14
5,6,1,1,0,0,0,8
4,5,3,2,1,1,1,10
7,8,8,7,13,5,2,15
11,5,15,11,36,10,3,21
0,5,9,11,22,8,2,18
1,5,15,10,20,7,2,16
7,9,5,5,8,4,1,11
6,9,13,13,36,9,3,23
8,0,7,7,13,5,2,15
2,6,8,12,46,14,4,28
4,0,9,14,39,10,3,24
8,6,15,12,30,9,3,15
4,6,9,7,13,5,2,14
0,9,5,6,14,6,2,3
4,10,12,14,36,9,3,25
3,10,7,10,37,12,4,29
3,9,5,6,16,7,3,2
7,2,1,1,1,2,1,7
7,2,3,6,18,7,3,31
8,6,9,12,35,10,3,23
11,3,6,7,21,9,3,0
6,2,7,10,25,8,3,22
8,4,7,9,27,10,3,28
1,4,1,1,1,1,0,8
1,3,4,5,6,3,1,11
1,3,9,12,41,11,3,27
1,3,9,12,26,8,3,21
5,5,5,6,16,7,3,1
5,0,7,7,12,5,2,14
5,0,12,15,41,11,3,24
2,4,8,8,13,5,2,14
3,5,8,9,18,7,2,16
0,0,14,15,45,12,3,24
0,0,11,12,33,10,3,22
4,10,8,10,36,11,3,25
2,3,9,11,22,7,2,18
5,0,14,11,23,8,2,19
4,0,9,10,22,7,2,22
5,2,7,9,20,7,2,21
7,3,8,10,38,12,4,33
2,4,5,3,3,2,1,11
3,4,11,10,20,7,2,16
3,5,2,2,1,1,1,7
5,6,3,3,5,3,1,11
5,0,12,13,26,8,2,21
10,7,9,9,18,6,2,5
1,0,15,13,40,10,3,20
1,0,15,12,29,9,3,18
1,0,14,13,30,9,3,19
4,10,11,11,29,9,3,17
10,1,8,6,7,3,1,4
2,5,8,13,46,13,4,26
7,5,8,9,17,6,2,16
7,2,6,6,11,4,1,14
1,1,13,13,36,9,3,23
1,1,14,11,25,8,2,20
3,9,9,12,28,9,2,21
4,10,4,6,14,7,2,1
3,3,14,12,26,8,3,18
4,4,9,12,42,12,3,26
5,0,9,13,34,9,3,21
8,2,9,9,28,11,3,4
7,3,12,10,38,9,4,4
5,2,5,4,4,3,1,11
6,2,3,4,7,4,1,11
7,8,11,13,34,10,3,18
3,5,7,7,13,5,2,14
2,4,7,11,34,10,3,25
2,4,5,5,8,4,1,10
3,9,1,1,1,2,1,2
3,9,7,10,28,10,3,16
4,10,8,11,42,14,4,30
4,10,5,7,20,8,3,2
2,4,5,5,8,4,1,12
2,4,2,2,3,2,1,10
3,4,3,2,1,1,1,9
4,6,4,5,9,4,1,12
5,6,11,9,18,7,2,15
1,7,4,5,14,6,2,7
4,3,4,5,11,5,2,3
3,5,12,14,43,11,3,22
7,9,14,15,39,10,3,24
2,5,9,9,18,7,2,15
2,5,2,2,1,1,0,8
2,4,13,11,27,8,3,29
5,6,13,14,38,10,3,20
7,2,5,6,11,4,1,11
7,4,2,5,13,6,2,30
8,3,2,4,11,5,2,32
0,4,14,13,36,10,3,19
1,3,7,9,17,6,2,16
9,3,10,13,38,7,2,2
7,6,6,8,26,10,3,27
6,0,9,12,30,9,3,21
3,4,10,14,49,15,4,26
5,8,11,17,45,12,3,27
9,8,9,12,30,8,2,24
7,10,5,5,10,4,1,9
6,10,11,16,41,10,3,26
5,0,9,12,27,9,3,18
4,0,10,12,36,9,3,6
5,10,11,12,38,13,2,1
9,4,8,9,33,12,3,6
4,8,2,4,11,4,1,6
7,9,5,4,6,3,1,10
5,5,4,3,3,2,1,9
5,5,7,7,12,5,2,14
9,4,8,10,41,13,4,5
8,9,0,0,0,1,1,0
1,6,14,14,41,10,3,25
9,6,11,7,12,4,1,14
4,10,13,12,26,9,3,19
4,10,10,12,28,9,3,18
4,10,4,5,9,4,1,12
