alpha_freq,delta_kmeans,u_width,g_freq,r_freq,i_width,z_width,redshift_width
0,2,10,5,4,1,1,0
10,3,20,28,23,2,2,3
8,5,19,37,37,3,3,4
8,5,21,31,29,3,3,3
6,7,22,37,37,3,3,3
3,5,16,26,32,3,3,3
9,3,20,30,30,3,3,3
8,3,19,32,36,3,3,4
7,3,17,29,26,3,3,3
3,8,5,0,0,0,0,0
9,4,17,21,20,2,2,3
10,3,15,33,32,3,3,3
8,8,12,14,26,3,3,16
5,3,11,9,9,1,1,1
8,8,13,20,40,4,4,0
4,9,11,14,23,3,3,0
4,1,13,2,2,1,1,0
7,6,15,17,17,2,2,2
10,1,15,24,38,4,4,0
0,2,17,37,42,3,3,4
2,3,17,39,46,3,3,5
8,8,12,13,18,2,2,1
1,1,9,8,12,2,2,1
1,1,9,5,7,1,1,0
4,3,17,27,29,3,3,3
5,3,17,25,25,3,2,3
2,1,13,10,10,1,1,0
6,7,21,18,17,2,2,2
0,2,13,19,36,4,4,0
1,2,16,30,45,4,4,5
1,2,13,28,48,4,4,12
10,2,14,12,13,2,2,1
1,0,14,24,40,4,4,0
1,0,16,27,43,4,4,16
5,2,14,23,38,4,3,1
6,9,9,11,17,2,3,7
6,5,12,15,25,3,3,13
11,3,14,28,27,3,3,2
8,7,17,34,39,3,3,4
10,1,17,18,17,2,2,2
3,5,15,19,35,3,3,0
2,6,21,24,36,3,3,0
4,6,16,22,20,2,2,2
10,1,15,23,41,4,4,16
10,1,18,20,22,3,2,0
11,2,17,26,35,3,3,3
3,8,13,24,39,4,4,0
3,8,13,25,37,3,3,7
3,8,6,0,0,0,0,0
2,8,14,22,24,3,3,3
2,4,13,19,36,4,4,14
2,5,15,20,31,3,3,0
1,1,17,20,22,3,2,1
1,1,12,10,11,1,1,0
5,5,14,27,25,2,2,4
5,5,17,29,34,3,3,3
10,2,21,33,33,3,3,3
6,1,18,28,29,3,3,3
9,4,20,22,21,2,2,2
8,8,12,20,38,3,4,10
11,1,14,29,44,4,4,8
10,1,12,11,14,2,2,0
3,8,18,27,28,3,3,3
3,8,14,27,27,3,3,3
0,0,10,6,8,1,1,0
8,4,11,7,7,1,1,0
7,8,15,15,14,2,2,2
8,7,20,18,17,2,2,2
5,1,22,22,22,2,2,2
2,1,15,32,31,3,3,3
4,1,17,28,27,3,3,3
8,7,13,22,36,3,4,10
8,7,8,4,8,1,2,0
1,1,12,9,10,1,1,0
1,1,10,10,13,2,2,1
1,1,12,13,18,2,2,1
1,1,18,32,41,4,3,2
2,4,8,4,10,2,2,0
8,5,14,12,12,2,2,2
8,4,14,24,36,3,3,5
8,4,11,8,9,1,1,0
9,4,12,11,12,2,2,1
7,5,19,36,40,3,3,4
9,7,13,20,36,4,4,6
10,5,19,26,31,3,3,5
9,6,13,17,29,3,3,15
10,1,17,37,49,4,4,4
3,8,16,25,23,2,2,3
11,0,14,24,23,2,2,3
4,3,12,9,9,1,1,1
10,3,21,16,19,2,2,0
3,2,10,5,5,1,1,0
4,3,10,7,8,1,1,1
4,3,13,11,11,1,1,1
3,2,11,6,6,1,1,0
6,3,11,7,7,1,1,0
5,9,10,10,15,2,2,0
7,5,19,32,33,3,3,3
1,1,16,22,20,2,2,2
6,5,13,23,41,4,4,5
7,2,17,26,33,3,3,3
7,3,16,20,20,2,2,2
8,3,16,17,16,2,2,2
8,3,16,24,27,3,3,3
9,2,17,38,36,3,3,3
0,2,20,33,29,3,3,2
1,2,23,30,42,3,3,4
0,1,15,27,36,3,3,4
0,1,15,36,45,3,3,4
5,4,10,11,18,3,3,16
6,5,11,8,8,1,1,0
6,5,12,10,10,1,1,1
1,2,14,24,40,4,4,9
1,2,16,28,42,4,4,13
10,1,13,12,14,2,2,0
6,2,5,0,1,1,1,0
11,4,9,1,0,0,0,0
1,1,22,22,21,2,2,2
6,5,14,25,43,4,4,5
7,2,21,31,30,3,3,3
7,2,17,15,15,2,2,2
10,3,17,33,36,3,3,3
8,9,17,37,38,3,3,4
4,7,19,36,39,3,3,0
1,1,19,27,23,3,2,3
10,1,16,20,19,2,2,2
11,1,16,29,32,3,3,2
11,1,17,34,35,3,3,3
5,1,13,19,33,3,3,13
5,1,13,19,34,3,3,6
5,1,9,5,8,1,2,0
3,9,20,14,16,2,2,1
9,6,12,15,24,3,3,0
3,6,17,26,25,2,2,4
11,4,15,40,49,3,3,5
10,4,18,26,45,4,5,0
10,4,11,14,22,3,3,9
8,5,11,15,28,3,3,14
8,5,12,13,21,3,3,0
1,1,19,25,43,4,4,0
1,1,16,14,15,2,2,6
1,1,16,17,18,2,1,0
1,1,4,0,0,0,0,0
2,1,13,10,9,1,0,0
2,1,18,17,21,3,3,0
1,2,11,9,11,2,2,0
1,2,16,23,33,3,3,0
7,2,7,2,6,1,2,0
2,9,15,25,33,3,3,3
8,1,11,9,9,1,1,0
11,1,19,40,50,3,3,0
8,3,15,30,39,3,3,4
7,4,9,3,3,1,1,0
8,6,13,11,11,2,1,0
7,1,16,38,23,2,2,4
5,4,9,4,7,1,1,0
3,3,10,11,15,2,2,1
7,3,6,2,3,1,1,0
10,3,22,32,30,3,3,3
9,4,11,8,11,2,2,0
8,7,15,29,49,4,5,0
6,2,8,4,8,2,2,0
11,4,11,16,26,3,3,7
3,8,17,39,48,3,3,5
3,8,15,21,21,2,2,3
10,1,16,40,49,4,5,5
8,3,13,13,13,2,2,1
8,3,12,9,9,1,1,1
1,1,15,15,16,2,2,0
8,5,20,34,29,3,3,2
8,4,16,25,24,2,2,3
8,7,13,25,42,4,4,10
8,7,12,20,36,3,4,13
2,1,17,21,22,3,3,1
2,1,17,21,33,3,3,1
6,9,5,0,0,0,0,0
8,1,14,15,15,2,2,0
3,5,16,37,49,4,4,5
3,4,8,3,5,1,1,0
0,0,15,25,24,3,2,2
10,1,16,20,21,2,2,0
10,1,14,24,42,4,4,12
10,1,15,15,15,2,2,0
1,1,13,15,20,3,3,7
2,8,19,24,42,4,4,0
1,1,15,36,47,4,4,4
7,3,8,3,5,1,1,0
5,3,9,6,9,1,2,0
9,3,15,25,34,3,3,4
1,0,17,29,44,4,4,7
1,0,16,23,41,4,4,0
2,1,8,1,1,0,1,0
10,3,18,26,44,4,4,0
10,3,21,33,35,3,3,3
8,4,20,31,28,3,2,4
2,4,21,26,25,3,2,3
3,6,9,6,10,2,2,0
3,6,17,34,38,3,3,4
0,2,12,15,30,3,3,14
10,1,11,10,13,2,2,1
11,3,16,18,21,3,3,0
4,9,17,14,13,2,2,2
7,5,20,37,39,3,3,4
6,5,17,22,21,2,2,3
8,7,13,19,23,3,2,3
7,7,9,6,7,1,1,1
10,1,12,17,29,3,3,5
10,1,7,1,1,1,1,0
11,1,14,13,17,2,2,0
11,1,10,9,12,2,2,0
11,1,7,3,6,1,2,0
5,7,17,38,40,3,3,3
7,5,21,28,28,3,3,3
7,1,12,9,8,1,1,1
7,1,17,17,16,2,2,1
6,1,14,21,20,2,2,2
10,0,7,1,2,1,1,0
8,8,9,10,17,2,2,13
8,8,8,8,13,2,2,1
8,7,9,1,1,0,1,0
8,7,10,8,12,2,2,0
1,1,11,9,11,1,1,0
8,1,15,28,27,3,3,3
0,3,15,31,32,3,3,3
0,3,20,40,45,3,3,4
11,3,18,37,36,3,3,4
11,5,23,37,43,3,3,5
5,4,16,35,42,3,3,3
6,3,14,13,13,2,2,2
7,7,18,26,24,2,2,3
7,7,18,23,23,2,2,2
8,3,8,3,3,1,1,0
4,3,9,5,6,1,1,1
0,1,14,20,33,3,3,0
10,1,13,25,40,4,4,6
6,7,17,31,37,3,3,3
0,2,13,24,36,3,3,4
9,6,18,36,40,3,3,3
3,1,13,11,11,2,1,1
3,1,19,19,21,2,2,3
1,0,15,28,44,4,4,14
1,0,15,25,47,4,4,14
6,3,16,24,22,2,2,2
5,0,20,32,32,3,3,3
3,8,18,13,14,2,2,1
3,8,23,31,29,3,3,3
10,4,10,8,11,2,2,0
10,5,13,13,20,2,3,0
5,4,6,3,13,2,2,0
8,8,16,38,46,3,3,0
2,1,15,17,15,2,2,2
10,2,23,35,38,3,3,3
10,2,15,12,13,2,2,1
7,3,15,28,45,4,4,0
11,1,21,35,31,3,3,3
11,2,12,15,20,2,2,3
10,3,18,32,37,3,3,4
10,3,22,40,48,4,3,5
2,1,15,12,14,2,2,0
1,2,17,34,35,3,3,4
10,2,17,39,39,3,3,4
6,5,14,27,46,4,4,9
6,5,12,20,40,4,4,12
7,2,13,14,13,2,2,2
0,2,18,22,21,2,3,3
3,8,11,15,32,3,4,0
0,2,13,25,28,3,3,3
7,9,23,26,26,3,3,2
9,8,22,17,16,2,2,2
1,1,22,38,38,3,3,3
3,3,15,34,50,4,4,6
3,0,20,18,20,2,2,0
10,3,20,28,25,2,2,3
5,7,9,3,2,1,1,0
3,5,19,40,43,3,3,3
4,3,20,33,48,4,5,5
5,3,12,17,33,3,4,14
5,3,8,3,5,1,1,0
1,6,8,2,3,1,1,0
9,3,7,1,2,1,1,0
9,5,18,20,18,2,2,2
10,3,10,8,12,2,2,0
9,4,16,26,45,4,4,0
8,1,20,27,32,3,3,1
2,1,5,0,0,0,0,0
1,2,13,12,15,2,2,0
1,2,12,12,15,2,2,0
3,8,14,26,45,4,4,15
1,3,14,27,43,4,4,9
1,3,10,12,20,2,3,10
1,1,18,39,35,3,3,3
5,3,9,7,10,2,2,1
4,5,12,15,25,3,3,0
10,5,13,19,37,3,3,11
10,5,14,13,17,2,2,0
10,5,10,6,8,1,2,0
10,5,7,2,4,1,1,0
4,3,9,2,2,1,1,0
10,2,12,12,17,2,2,0
6,9,5,0,0,0,0,0
6,5,20,28,44,4,4,17
8,7,22,18,17,2,2,2
8,7,22,34,35,3,3,0
1,1,14,21,19,2,2,2
3,3,18,15,14,2,2,2
9,3,16,31,33,3,3,0
8,5,12,9,7,1,1,1
9,8,14,22,38,4,4,16
8,8,7,2,5,1,1,0
11,5,18,38,47,3,3,9
6,2,9,6,10,2,2,0
11,4,13,17,32,3,3,11
9,4,14,27,46,4,4,10
1,0,15,21,39,4,4,0
9,5,12,20,34,3,4,8
7,2,11,9,11,2,1,0
11,2,12,14,22,3,3,14
0,2,15,22,27,3,2,3
10,1,17,40,50,4,3,0
6,1,18,38,22,2,2,0
4,1,19,24,23,2,2,3
7,5,16,34,38,3,3,3
1,0,17,26,25,2,2,3
0,1,16,40,41,3,3,3
5,3,10,8,10,1,2,0
5,3,17,31,36,3,3,3
7,3,9,7,10,1,2,1
4,3,15,23,21,2,2,2
10,2,15,12,12,1,1,0
1,1,17,37,42,3,2,0
3,8,18,16,16,2,2,2
9,6,10,12,17,2,3,7
6,5,12,11,11,1,1,1
2,3,14,26,28,3,3,3
2,3,10,8,9,1,1,1
10,1,3,0,0,2,0,0
3,8,19,29,44,4,4,0
7,3,6,2,6,1,2,5
11,2,18,38,43,3,3,6
5,1,11,15,25,3,3,6
6,9,14,13,13,2,2,2
3,8,9,5,7,1,1,0
6,7,8,2,3,1,1,0
6,7,6,0,1,1,1,0
11,1,22,27,26,3,3,3
11,1,21,33,41,3,3,8
4,4,16,29,47,4,4,17
8,6,17,21,22,2,2,0
10,1,19,37,50,5,5,6
4,9,10,12,19,3,3,9
7,5,20,22,22,2,2,3
8,6,14,12,10,1,1,2
11,2,13,17,28,3,3,14
8,8,13,27,43,4,4,8
4,4,9,5,9,1,2,0
4,3,18,35,34,3,3,4
3,2,12,8,7,1,1,1
3,2,12,9,10,1,1,0
3,2,12,10,10,1,1,1
5,1,16,22,21,2,2,2
11,3,16,39,48,4,3,0
3,8,20,21,20,2,2,2
3,8,16,32,27,3,3,3
3,8,17,28,32,3,3,3
6,5,17,37,40,3,3,3
3,6,15,23,23,2,2,4
4,6,17,29,30,3,3,3
5,7,20,24,23,3,2,2
8,3,19,31,29,3,3,3
4,3,15,34,36,3,3,3
8,4,22,31,27,3,3,0
6,5,17,27,23,2,2,3
8,5,13,21,37,4,4,6
9,1,9,8,12,2,2,0
6,5,14,27,41,4,4,7
10,2,20,31,32,3,3,3
1,1,16,33,46,4,4,2
1,1,15,33,49,4,4,11
8,5,10,4,4,1,1,0
1,1,19,39,45,3,3,3
5,1,16,22,38,4,4,0
10,1,17,30,46,4,4,14
9,8,17,24,28,3,3,3
2,1,12,14,20,2,3,1
8,4,10,9,10,1,1,0
7,4,8,2,2,1,1,0
8,3,21,33,36,3,3,3
7,4,9,4,5,1,1,0
8,7,10,5,6,1,1,0
8,7,11,14,23,3,3,9
8,7,5,0,0,0,0,0
1,1,15,16,17,2,2,0
1,1,12,16,21,3,3,2
3,7,14,24,43,4,4,0
8,2,12,13,21,3,3,0
6,3,13,17,30,3,3,7
6,3,10,12,18,3,3,7
2,3,18,38,44,3,3,3
2,3,22,36,39,3,3,4
1,1,12,12,15,2,2,1
11,3,15,20,18,2,2,2
10,1,11,11,17,2,3,0
10,1,19,37,39,2,2,0
10,1,10,6,7,1,1,0
9,5,10,8,9,1,1,1
9,5,13,12,13,2,2,1
4,3,18,30,30,3,3,3
8,6,11,9,9,1,1,1
2,2,10,5,5,1,1,0
4,2,10,7,7,1,1,0
10,4,13,24,30,3,3,4
9,3,13,21,39,4,4,14
8,3,19,28,28,3,3,3
6,1,6,1,2,1,1,0
6,1,11,7,7,1,1,0
6,1,8,2,2,1,1,0
8,1,9,3,3,1,1,0
4,9,8,2,2,1,1,0
4,9,17,17,17,2,2,2
3,8,8,2,3,1,1,0
3,8,15,26,47,4,4,7
1,0,13,24,43,4,4,11
0,0,14,26,48,4,4,13
9,4,16,35,36,3,3,3
6,2,10,11,16,2,2,0
10,0,14,17,25,3,3,0
3,8,16,33,35,3,3,4
2,1,16,17,18,2,2,0
10,0,12,7,5,1,1,0
11,3,15,30,32,3,3,3
4,3,7,3,6,1,2,0
2,6,11,8,10,2,2,0
4,3,11,7,6,1,1,1
1,4,19,40,50,4,3,0
1,1,12,11,14,2,2,0
3,2,19,25,31,3,3,15
0,2,22,25,26,3,3,3
9,8,16,39,46,3,3,4
11,4,12,16,20,2,3,4
11,4,15,40,48,4,3,3
10,1,18,24,23,2,2,0
10,1,15,31,47,4,4,13
8,4,18,25,34,3,3,3
8,4,15,28,27,3,3,3
9,4,17,33,32,3,3,3
6,2,14,21,36,3,4,0
7,3,18,25,25,3,3,3
8,3,21,31,32,3,3,3
0,1,13,23,31,3,3,4
1,1,14,28,42,3,3,5
1,1,16,21,24,3,2,1
4,3,21,32,32,3,3,2
7,7,17,28,29,3,3,3
10,1,14,23,43,4,4,16
10,1,14,34,48,4,4,5
1,1,11,11,19,3,3,0
7,9,20,35,38,3,3,3
5,9,14,16,23,3,2,0
2,1,14,14,19,2,2,0
1,0,17,35,34,3,3,3
0,2,17,31,37,3,3,2
5,7,13,25,44,4,4,12
4,7,14,32,46,4,4,4
11,1,23,32,32,3,3,3
5,4,15,26,49,4,4,15
9,5,16,26,40,3,3,3
2,0,9,4,4,1,1,0
5,1,9,6,14,2,3,0
3,8,17,17,23,3,3,0
3,8,16,23,28,3,3,0
10,5,8,2,3,1,1,0
3,6,19,25,24,3,2,2
4,6,17,24,25,3,2,3
11,4,20,33,35,3,3,3
11,4,15,20,18,2,2,2
4,5,19,37,50,4,4,5
1,1,23,35,36,3,3,9
1,1,15,18,20,2,2,2
10,2,22,33,30,3,2,3
2,6,10,11,18,3,3,16
11,4,14,30,48,4,4,10
8,5,7,1,2,1,1,0
6,1,20,18,17,2,2,2
5,3,15,24,31,3,3,3
5,3,20,33,36,3,3,3
6,9,10,6,8,1,1,0
0,2,16,19,22,2,2,3
1,3,21,39,49,4,3,4
2,2,14,26,35,3,3,4
1,5,4,0,0,0,0,0
11,1,16,25,44,4,5,0
7,9,21,33,36,3,3,3
5,8,16,30,33,3,3,4
10,2,11,10,13,2,2,0
4,4,17,36,49,4,4,6
1,1,17,15,19,2,2,0
8,7,15,27,43,4,4,1
9,7,16,24,44,4,4,15
4,3,20,24,26,3,3,1
2,2,9,7,10,2,2,1
11,3,16,33,35,3,3,2
11,3,18,31,30,3,2,4
2,1,14,12,14,2,2,0
9,3,21,32,28,3,3,2
9,2,8,1,1,0,0,0
2,5,18,23,22,2,1,0
2,6,21,32,43,4,4,0
2,4,14,27,43,4,4,7
9,5,16,31,31,3,3,3
0,2,19,40,49,4,3,7
3,2,16,26,27,3,3,3
3,2,11,11,12,2,2,1
3,2,12,9,6,1,1,1
2,2,11,7,6,1,1,1
2,7,17,24,24,3,3,0
7,8,9,4,4,1,1,0
6,9,10,7,9,1,1,1
4,8,15,19,20,2,2,2
2,7,17,28,36,3,3,1
1,1,11,9,12,2,2,0
1,2,5,0,0,0,0,0
1,2,15,15,18,2,2,0
1,5,10,8,11,2,2,0
3,5,7,2,5,1,1,0
10,5,9,8,15,2,2,15
10,5,9,10,16,2,2,9
8,3,17,22,20,2,2,2
7,5,22,35,35,3,3,4
7,5,17,29,31,3,3,3
9,4,10,5,6,1,1,0
7,5,15,38,43,3,3,4
1,1,16,39,44,3,3,4
10,2,11,13,21,3,3,6
8,7,21,32,33,3,3,3
0,1,14,21,35,3,4,0
1,1,11,15,27,3,3,11
1,1,10,14,22,3,3,6
4,4,16,15,14,2,2,2
8,5,11,12,20,3,3,0
8,4,11,5,4,1,1,0
10,4,18,18,24,3,3,0
8,9,17,29,25,3,3,3
4,9,17,16,16,2,2,1
5,7,15,21,34,3,3,0
6,7,14,34,47,4,4,8
6,7,11,12,19,3,3,0
11,1,17,40,47,4,3,4
1,1,16,27,28,3,3,3
0,1,14,30,46,4,4,5
0,1,16,32,43,3,3,4
1,1,15,34,37,3,3,3
2,5,16,30,28,3,3,2
1,2,19,32,31,3,3,3
1,2,20,29,33,3,3,3
9,6,13,22,41,4,4,13
9,6,16,28,43,4,4,0
0,3,23,34,49,4,3,4
1,0,21,37,38,3,3,3
1,0,15,23,20,2,2,2
1,0,23,34,29,3,3,4
6,1,13,19,25,3,3,4
6,1,15,35,39,3,3,3
7,5,16,27,23,2,2,3
8,5,18,23,22,2,2,3
9,4,17,32,34,3,3,3
11,2,17,17,24,3,3,0
7,4,10,8,9,1,1,1
8,3,22,29,28,3,3,3
8,5,11,6,6,1,1,0
8,3,17,34,31,3,3,3
9,2,18,25,25,3,2,3
7,4,19,22,20,2,2,2
3,8,21,37,50,4,3,4
7,4,15,18,18,2,2,3
9,3,14,16,16,2,2,2
2,6,14,30,45,4,4,6
2,6,18,14,18,2,2,0
9,5,17,23,25,3,3,2
4,9,12,11,11,2,2,1
4,3,19,38,49,4,4,10
4,3,8,3,5,1,1,0
4,3,15,16,15,2,2,2
4,3,10,7,9,1,1,0
10,1,7,1,1,1,1,0
5,1,8,6,11,2,2,0
7,3,13,20,21,2,2,3
7,9,11,15,34,4,4,0
8,6,18,36,40,3,3,4
10,2,4,0,0,0,1,0
5,7,17,38,46,3,3,4
5,7,22,30,31,3,3,3
6,5,15,17,19,2,2,1
7,5,21,27,26,3,2,3
5,5,18,38,44,3,3,4
6,5,16,39,45,3,3,5
10,1,18,27,45,4,4,0
4,7,11,6,7,1,1,0
5,7,11,15,26,3,3,4
1,1,21,22,22,2,2,3
10,1,16,38,39,3,3,3
10,1,12,8,7,1,1,1
3,8,23,31,32,3,3,3
8,7,15,24,40,4,4,0
9,4,16,30,28,3,2,3
2,6,4,0,0,0,1,0
1,1,8,4,6,1,1,0
3,6,14,13,16,2,2,0
3,7,11,10,14,2,2,0
6,7,15,24,30,3,3,4
10,5,19,39,48,3,3,4
6,1,16,29,28,3,3,2
9,8,17,37,50,4,3,1
3,2,11,8,6,1,1,1
6,6,9,8,12,2,2,0
2,0,3,0,0,0,0,0
6,6,18,32,31,3,3,3
4,3,21,28,28,3,3,3
4,3,17,37,50,4,4,4
4,3,14,12,12,2,2,1
1,1,9,5,10,2,2,0
1,1,11,6,6,1,1,0
1,2,10,5,6,1,1,0
1,2,6,0,1,0,1,0
4,6,21,40,50,4,3,0
4,7,13,18,32,3,3,0
5,7,16,26,35,3,3,2
10,7,19,39,47,3,3,4
3,8,15,37,45,3,3,3
10,5,18,31,46,4,4,13
10,5,11,14,24,3,3,11
10,5,18,28,46,4,4,17
9,3,10,7,8,1,1,0
6,8,15,20,18,2,2,2
4,5,15,38,48,4,4,3
3,7,13,22,38,3,4,6
10,1,8,4,9,2,2,0
3,8,14,22,39,4,4,4
5,2,19,33,50,3,3,0
6,9,11,14,24,3,3,5
9,4,12,19,37,3,4,10
11,1,14,22,35,3,3,9
11,1,17,15,20,3,3,0
10,1,15,31,46,4,4,8
10,1,18,36,50,5,5,0
10,5,18,39,45,3,3,4
10,5,17,15,15,2,2,2
10,5,23,30,30,3,3,3
10,4,21,34,35,3,3,3
10,2,15,22,20,2,2,3
0,3,13,24,38,4,4,8
10,1,9,6,10,2,2,0
10,1,9,3,3,1,1,0
6,1,16,32,31,3,3,3
2,6,8,0,0,0,0,0
8,5,15,23,40,4,4,0
9,5,15,34,47,4,4,5
8,1,16,34,36,3,3,3
8,1,10,4,9,1,2,0
10,2,19,17,14,2,2,0
6,3,18,24,24,3,2,3
8,3,8,2,2,1,1,0
3,4,6,1,3,1,1,0
6,6,6,0,1,0,1,0
10,3,16,33,37,3,3,3
3,0,6,0,1,1,1,0
9,4,10,5,6,1,1,0
7,6,18,30,29,3,3,2
8,5,19,39,48,3,3,4
5,7,14,17,17,2,2,2
4,7,11,6,5,1,1,1
1,3,18,38,46,4,4,4
1,3,16,33,44,4,4,2
10,4,21,38,49,4,3,4
0,1,14,28,47,4,4,12
0,1,13,21,34,3,3,8
5,8,15,29,32,3,3,3
1,1,21,27,25,3,3,3
2,4,14,24,44,4,4,11
4,3,19,28,31,3,3,3
1,4,10,6,9,1,2,0
4,4,18,38,49,5,4,4
8,4,6,1,1,0,0,0
5,1,17,28,43,4,4,0
5,1,8,2,4,1,1,0
5,1,15,19,33,3,4,0
3,8,13,21,36,4,4,7
3,9,14,25,21,2,2,4
2,8,9,5,7,1,1,0
4,9,20,33,36,3,3,3
5,9,17,35,36,3,3,4
5,8,19,36,36,3,3,3
7,5,18,38,42,3,3,4
7,5,17,39,44,3,3,3
1,0,16,24,22,2,2,3
11,2,11,10,11,1,1,0
10,3,16,28,46,4,4,7
2,2,18,29,26,3,3,2
10,5,17,40,40,3,3,4
10,7,18,18,49,3,3,0
6,7,19,26,25,3,3,3
10,0,9,5,6,1,1,1
10,6,20,33,32,3,3,3
9,4,8,2,3,1,1,0
7,6,16,23,34,3,3,0
7,5,20,24,22,2,2,4
7,7,19,31,31,3,3,3
6,5,15,19,17,2,2,2
7,5,19,28,26,3,2,3
4,9,11,16,28,3,3,8
8,4,15,33,34,3,3,4
9,4,23,34,36,3,3,4
10,5,10,13,21,3,3,12
10,1,12,15,27,3,4,0
8,5,8,3,5,1,1,0
8,5,12,15,25,3,3,9
1,0,15,38,50,4,4,5
9,7,15,14,14,2,2,1
9,6,13,18,33,3,3,14
8,3,15,13,13,2,2,1
9,3,14,16,15,2,2,2
5,1,16,27,28,3,3,3
11,2,14,19,18,2,2,2
1,1,12,11,12,2,1,1
0,1,10,13,23,3,3,11
9,3,20,21,18,2,2,2
7,4,11,6,5,1,1,1
7,6,15,17,16,2,2,2
1,1,14,37,50,4,4,8
5,8,17,31,28,3,3,3
10,1,15,34,49,4,4,11
1,0,17,36,49,5,4,9
4,3,15,38,48,3,4,5
8,3,19,22,23,2,2,3
9,2,19,33,31,3,3,3
7,5,19,30,30,3,3,3
1,0,24,20,20,2,2,2
6,5,13,20,33,3,3,11
6,5,12,19,35,4,4,7
6,5,15,27,45,4,4,12
7,2,11,7,6,1,1,1
6,7,10,9,14,2,2,0
7,7,13,19,40,4,4,15
11,1,18,33,32,3,3,3
11,1,19,33,36,3,3,3
8,1,20,20,31,3,3,0
2,5,16,24,31,3,3,5
2,5,11,16,28,3,3,10
10,1,15,28,44,4,4,14
4,8,14,21,32,3,3,4
1,2,16,30,32,3,3,3
1,1,6,0,0,0,1,0
1,2,7,1,2,1,1,0
6,6,11,15,27,3,3,9
7,4,10,6,5,1,1,0
11,2,19,28,31,3,3,4
2,1,19,35,32,3,3,2
10,5,21,30,30,3,3,3
8,3,18,14,14,2,2,2
7,4,19,27,28,3,3,3
5,8,11,9,9,1,1,1
10,6,18,32,30,3,3,3
1,1,11,15,22,3,3,2
1,1,18,38,46,3,3,4
7,4,11,8,7,1,1,0
3,6,21,26,39,4,4,0
3,7,14,23,44,4,4,0
7,5,12,16,23,3,3,1
7,4,13,20,36,4,4,15
8,7,14,15,18,2,2,1
8,4,4,0,0,0,0,0
6,5,16,28,25,3,3,3
8,3,10,4,3,1,1,0
7,4,20,31,33,3,3,2
9,2,15,27,30,3,3,3
9,2,18,40,39,3,3,3
8,3,10,6,7,1,1,0
3,1,2,0,0,0,0,0
2,1,21,21,22,3,2,1
8,6,18,39,46,3,3,0
9,5,16,40,49,3,3,5
8,1,5,0,0,0,0,0
9,1,11,7,6,1,1,1
8,1,11,7,6,1,1,0
6,1,11,8,7,1,1,1
3,5,18,20,19,2,2,2
3,5,16,36,46,3,3,5
8,6,18,30,28,3,3,3
7,8,11,7,6,1,1,0
7,7,10,10,16,2,2,0
7,7,12,17,28,3,3,7
6,3,7,7,14,2,2,11
8,7,13,21,38,4,4,9
1,4,7,1,1,0,1,0
7,6,10,8,10,1,1,0
6,5,9,4,5,1,1,0
4,3,16,28,27,2,2,4
5,3,9,6,7,1,1,0
8,5,17,29,34,3,3,1
3,8,7,2,3,1,1,0
3,8,8,1,1,0,0,0
9,4,17,36,36,3,3,4
11,1,13,20,33,3,4,9
10,1,16,29,44,4,4,0
10,1,12,18,34,3,3,4
9,4,16,29,47,4,4,13
8,3,20,24,27,3,3,0
10,5,17,28,31,3,3,0
4,4,20,29,33,3,3,4
6,4,12,9,9,1,1,1
2,3,11,9,10,1,1,1
3,3,6,0,0,0,0,0
8,7,16,12,12,2,2,1
8,3,9,3,2,1,1,0
0,0,14,23,40,4,4,14
7,7,16,22,34,3,3,0
8,5,13,16,22,3,3,3
2,1,18,23,22,2,2,0
8,1,11,6,5,1,1,0
10,3,10,4,3,1,1,0
7,5,14,29,34,3,3,4
0,2,17,40,43,3,3,4
1,1,16,34,45,4,4,5
7,3,11,7,8,1,1,0
9,6,9,9,13,2,2,0
11,4,14,24,40,4,4,0
4,4,9,5,6,1,1,0
4,4,15,34,49,4,4,5
4,4,17,33,48,4,4,5
5,9,15,14,14,2,2,2
4,7,14,21,41,4,4,17
10,1,17,35,39,3,3,4
3,5,17,26,21,2,2,3
4,6,20,32,31,3,3,3
4,7,17,26,24,3,3,2
1,0,16,24,31,3,3,4
2,1,10,12,17,2,3,9
10,2,10,8,11,2,2,0
7,3,7,9,18,3,3,0
10,1,16,19,21,2,2,1
10,1,12,12,13,2,2,0
2,7,16,31,36,3,3,3
11,1,15,25,41,4,4,0
0,3,11,16,29,3,3,11
10,2,13,19,33,3,3,4
10,2,14,21,38,4,4,0
9,4,15,13,13,2,2,1
10,2,7,0,0,0,0,0
10,3,17,31,34,3,3,3
10,3,14,31,26,3,2,3
10,3,15,32,31,3,3,3
3,0,10,9,14,2,2,0
9,4,11,8,10,1,1,0
2,2,9,2,2,1,0,0
5,3,22,36,37,3,3,3
6,6,11,14,23,3,3,16
6,6,11,15,28,3,3,0
9,3,5,0,0,0,0,0
8,4,6,0,1,1,1,0
1,2,9,4,4,1,1,0
1,2,9,4,5,1,1,0
1,2,9,2,2,1,1,0
4,7,13,18,25,3,3,9
4,6,13,24,43,4,4,13
6,1,11,10,18,3,3,0
5,1,13,20,36,3,3,4
6,5,13,17,29,3,3,0
2,2,17,33,36,3,3,3
9,8,10,7,9,1,1,0
5,8,17,28,29,3,3,3
9,4,15,13,14,2,2,0
0,5,9,11,16,2,3,8
1,2,22,31,32,3,3,3
