alpha_width_kmeans,delta_freq_freq,u_freq_freq,g_freq_freq,r_width_kmeans,i_kmeans_width,z_width_freq,redshift_kmeans_freq
7,2,44,22,7,40,2,0
0,2,17,7,3,18,1,2
7,2,14,5,2,11,0,1
4,5,11,4,2,11,0,1
4,4,24,15,6,51,2,5
4,4,2,4,3,22,1,5
4,8,34,18,6,33,2,3
0,0,48,23,7,44,2,4
4,9,23,13,4,33,2,3
3,2,45,20,6,36,2,3
0,1,3,1,1,7,0,0
0,1,19,6,2,14,0,1
0,1,46,14,4,25,1,3
0,1,12,6,3,18,1,1
0,1,27,9,3,22,1,2
5,8,43,22,6,36,2,3
5,8,24,20,6,29,1,4
2,4,15,10,6,40,2,4
3,0,6,3,2,14,1,0
3,0,3,1,2,11,0,0
3,0,22,7,3,18,1,1
4,0,12,5,2,14,0,1
0,1,36,10,4,25,1,0
4,9,42,24,7,44,2,4
4,9,38,17,4,33,2,2
2,2,0,0,0,0,0,0
5,3,14,7,3,25,1,5
4,3,5,6,3,25,2,5
5,2,6,4,3,22,1,0
7,0,3,5,3,22,1,4
3,4,48,21,6,36,2,4
4,2,13,9,4,36,2,5
0,0,48,19,6,29,2,3
7,0,6,1,1,7,0,1
0,0,45,20,6,33,2,3
0,0,13,4,2,11,0,1
3,5,20,9,4,22,1,3
3,5,12,5,3,18,1,0
0,4,43,20,7,51,2,4
0,4,26,22,7,51,2,5
4,7,20,17,6,47,2,4
4,7,24,15,7,51,2,5
5,6,0,0,1,3,0,0
5,7,33,17,6,47,2,0
2,4,0,0,0,0,0,0
4,5,2,1,2,14,0,0
5,8,23,15,7,51,2,5
7,2,35,21,7,58,2,5
7,2,25,12,6,44,2,5
5,9,34,20,6,33,2,4
5,7,25,16,7,51,2,5
3,4,10,4,2,11,0,1
3,4,6,2,2,7,0,0
7,4,41,23,6,36,2,4
7,4,36,23,6,36,2,4
2,5,44,23,6,36,2,4
4,9,29,12,4,25,1,3
3,9,5,3,2,11,0,1
2,6,10,9,4,33,2,5
4,9,42,24,7,33,1,0
0,0,38,17,4,29,1,3
0,1,35,22,7,47,2,4
2,4,13,7,4,25,2,0
7,4,23,15,6,47,2,0
4,0,39,24,7,36,2,4
0,5,46,24,7,44,2,3
3,6,23,23,7,44,2,4
4,1,42,17,6,33,2,4
4,9,47,24,7,47,2,4
2,1,6,4,3,18,1,0
0,4,29,17,7,51,2,5
2,1,41,20,6,40,2,5
3,4,15,4,2,14,0,0
4,2,4,3,2,11,0,1
4,2,5,3,2,14,0,1
7,3,24,18,6,33,2,3
7,3,29,23,6,36,2,4
7,3,45,18,6,47,2,0
4,7,3,6,3,25,1,5
5,7,5,4,3,22,1,0
7,2,37,20,6,33,2,3
5,3,6,3,2,14,1,0
0,0,26,14,6,47,2,0
0,0,40,17,6,33,2,3
5,7,19,13,6,47,2,5
5,6,18,11,6,44,2,5
2,9,30,18,6,29,2,4
5,7,23,16,6,47,2,5
5,7,18,14,7,51,2,5
4,2,37,13,6,40,2,0
2,8,28,11,6,40,2,0
5,8,30,13,6,51,2,0
4,9,25,7,3,18,1,1
1,1,17,7,3,18,1,1
3,9,38,15,6,36,2,4
0,5,39,24,7,44,2,0
2,8,22,18,7,51,2,5
3,1,7,2,2,11,0,0
0,0,47,12,4,25,1,2
2,5,38,20,7,58,2,1
0,7,4,3,3,22,1,0
0,4,33,14,4,33,2,3
0,5,33,18,6,33,2,4
3,8,24,15,4,33,2,3
7,4,20,14,4,33,2,4
7,4,40,23,6,36,2,4
5,3,36,18,6,29,1,4
4,5,35,10,3,22,1,2
5,3,35,20,6,33,2,3
4,2,22,15,7,47,2,5
5,8,0,0,1,7,0,0
0,2,40,21,6,33,2,4
0,2,25,9,3,22,1,1
0,2,14,6,2,14,0,1
3,6,38,23,7,55,2,4
3,6,41,23,7,51,2,1
0,5,42,23,7,40,2,4
0,5,27,17,6,33,2,3
2,9,12,7,3,25,1,0
3,9,22,15,6,44,2,1
0,0,16,6,2,14,0,1
5,8,1,1,1,3,0,0
5,8,1,1,1,7,0,0
0,0,22,17,7,55,2,5
5,8,24,24,6,36,2,4
0,4,19,12,6,47,2,0
4,4,40,21,6,36,2,4
3,8,13,5,2,14,0,1
4,9,11,4,2,11,0,1
3,8,47,21,7,40,2,4
3,9,37,24,7,51,2,4
4,7,20,18,7,51,2,4
4,2,22,8,3,18,1,1
0,0,44,21,7,51,2,4
0,0,41,22,7,51,2,4
5,8,16,7,4,29,2,0
5,2,4,4,3,22,1,0
7,2,24,9,3,22,1,2
2,5,14,7,4,29,2,0
4,9,35,19,6,33,2,3
7,4,16,7,3,14,0,1
7,4,48,10,4,29,2,4
3,8,22,7,2,14,0,2
2,6,20,16,7,51,2,5
2,5,33,23,6,40,2,3
7,0,0,2,3,22,1,0
0,1,45,17,6,36,2,4
0,1,33,20,6,33,2,3
0,1,15,8,4,25,1,1
0,1,14,4,2,11,0,1
0,1,8,3,2,11,0,1
0,1,14,5,2,11,0,2
0,1,18,9,4,29,2,0
2,1,9,6,3,22,1,0
2,6,7,3,2,11,0,1
7,4,30,21,6,33,2,4
3,7,24,15,6,51,2,5
4,9,32,23,6,44,2,3
2,1,6,4,2,14,0,2
3,0,40,17,7,51,2,4
3,7,33,24,7,40,2,4
4,4,7,4,2,11,0,1
5,3,46,23,6,36,2,4
5,3,39,11,3,22,1,2
4,5,23,14,6,33,2,4
4,5,34,10,3,22,1,2
5,7,6,3,2,14,0,1
2,6,33,15,4,25,1,3
2,9,30,21,6,33,2,4
3,9,46,17,4,29,1,3
0,6,31,24,7,40,2,0
0,0,47,21,6,33,2,3
0,0,31,10,3,22,1,3
0,0,46,19,7,47,2,4
0,0,44,24,6,40,2,4
4,2,19,12,6,44,2,5
4,5,29,15,6,51,2,0
4,7,31,17,7,47,2,5
3,2,46,21,6,36,2,3
3,2,32,20,6,33,2,4
3,2,41,22,6,36,2,3
0,5,46,20,7,44,2,4
0,0,13,3,2,11,0,0
5,3,13,9,6,47,2,5
3,1,6,5,3,18,1,1
3,1,8,4,2,14,0,1
3,3,10,4,2,14,0,1
3,2,44,14,4,25,1,3
3,9,13,5,2,14,0,1
5,8,28,10,3,22,1,2
4,9,8,2,2,7,0,1
7,2,38,14,4,25,1,2
0,2,42,22,6,36,2,4
0,2,37,18,7,47,2,4
0,0,39,12,4,25,1,2
0,1,4,6,3,25,1,2
0,1,27,15,4,29,1,3
0,1,23,14,4,25,1,3
0,1,38,14,4,29,1,2
0,1,30,12,4,25,1,2
0,1,30,21,7,44,2,4
0,1,41,22,7,51,2,4
2,8,6,8,6,44,2,0
4,9,9,4,2,14,0,1
4,7,25,15,4,29,2,4
4,4,40,17,4,29,1,3
4,9,39,17,7,51,2,2
0,5,22,11,4,29,2,2
0,0,39,21,7,51,2,4
4,8,47,19,6,33,2,3
4,8,48,17,4,33,2,3
2,5,20,15,6,51,2,4
2,5,17,12,6,44,2,5
0,0,26,20,6,33,2,3
5,8,41,23,6,33,2,0
5,6,20,12,6,33,2,4
0,0,9,4,3,18,1,1
3,9,4,2,2,7,0,1
0,0,47,18,6,33,2,3
0,0,20,9,3,22,1,1
0,0,26,17,6,36,2,3
0,3,27,18,7,51,2,4
2,3,20,12,6,47,2,0
4,7,17,12,6,44,2,4
4,9,21,9,4,29,2,0
4,0,10,4,2,11,0,1
5,0,44,12,4,25,1,2
4,9,24,10,3,22,1,2
4,9,4,2,2,11,0,1
7,7,14,10,6,40,2,5
4,9,22,12,6,33,2,4
4,9,46,21,6,36,2,3
4,9,39,23,6,36,2,4
5,3,33,18,6,33,2,4
3,0,38,21,6,36,2,4
3,0,42,20,6,33,2,3
1,1,15,7,3,25,1,1
0,2,4,3,2,18,1,0
4,9,21,15,7,51,2,5
4,1,11,4,2,14,0,1
5,1,5,4,2,18,1,1
4,4,26,12,6,40,2,0
0,0,19,16,7,47,2,5
0,0,26,22,7,51,2,4
0,0,31,21,6,33,2,4
5,4,42,17,7,47,2,0
6,0,3,1,1,7,0,0
2,5,23,18,7,51,2,5
0,0,43,24,7,40,2,4
0,0,19,12,4,29,1,2
6,0,36,13,4,33,2,0
4,8,0,0,1,3,0,0
4,2,39,24,6,36,2,4
3,7,18,8,3,18,1,2
2,7,2,2,2,11,0,0
0,0,47,23,6,33,2,4
5,8,5,4,3,18,1,0
5,7,9,3,2,11,0,1
0,7,46,13,6,40,2,0
7,0,3,5,3,22,1,5
2,5,42,20,6,36,2,2
4,9,31,19,6,33,2,3
5,4,32,18,7,55,2,4
5,7,2,1,2,11,0,0
4,9,10,4,2,14,0,1
0,5,6,5,3,22,1,0
5,7,20,11,6,40,2,5
2,7,47,24,7,40,2,4
4,2,2,2,2,14,1,0
3,1,37,18,6,36,2,4
4,1,27,9,3,22,1,2
5,6,0,0,1,3,0,0
0,0,21,24,6,33,1,4
0,0,7,3,2,7,0,1
3,0,39,20,6,40,2,3
0,0,48,20,6,36,2,4
3,0,14,7,4,29,2,0
7,2,14,5,2,11,0,1
0,1,14,8,3,22,1,2
0,1,4,3,2,11,0,0
0,1,23,8,3,18,1,2
0,1,43,14,4,25,1,3
0,1,40,24,7,44,2,4
0,1,7,4,2,14,0,1
0,1,32,17,4,29,2,3
7,6,31,11,4,25,1,2
7,3,48,19,6,33,2,3
2,6,44,24,7,40,2,4
3,8,29,21,6,36,2,4
3,8,9,4,2,14,0,1
4,9,19,12,4,29,1,2
7,3,30,14,6,47,2,5
7,6,38,24,7,44,2,0
4,9,31,17,7,51,2,4
2,4,11,7,4,29,2,0
2,4,22,10,6,40,2,0
3,8,4,3,2,14,1,0
2,5,27,14,6,47,2,5
2,5,7,7,4,29,2,4
0,1,7,3,2,11,0,0
0,1,12,4,2,14,0,1
0,1,2,1,2,11,0,0
3,4,31,15,4,29,1,3
0,0,47,12,4,25,1,2
3,4,12,4,2,14,0,1
7,2,0,1,1,7,0,0
5,4,10,4,2,11,0,1
5,4,7,2,1,7,0,1
5,8,7,4,2,14,0,1
4,9,42,23,7,40,2,4
5,6,42,14,4,25,1,0
0,2,34,21,7,51,2,2
4,9,38,24,8,55,2,0
2,9,34,23,6,33,2,4
0,0,32,14,4,25,1,3
5,9,43,21,6,40,2,0
5,3,0,1,1,7,0,0
1,1,11,5,3,18,1,0
0,6,18,6,2,14,0,0
4,7,28,15,6,47,2,0
4,4,24,14,6,36,2,4
4,8,38,10,3,22,1,2
2,1,30,23,6,36,2,3
3,2,7,3,2,14,0,0
3,3,21,12,6,33,2,4
7,2,37,18,6,33,2,3
7,2,43,12,4,25,1,3
7,2,17,9,3,22,1,2
3,7,32,14,4,25,1,3
4,7,40,14,4,25,1,3
3,7,16,6,2,14,0,1
3,2,39,16,7,51,2,5
0,1,26,10,4,25,1,2
3,0,31,15,4,25,1,3
4,0,48,20,6,33,2,3
0,0,39,20,6,36,2,3
3,2,31,14,4,25,1,3
4,2,43,17,4,29,2,3
4,2,5,2,2,7,0,0
3,7,25,20,7,55,2,4
3,0,29,18,6,33,2,3
2,4,38,24,8,55,2,0
4,9,28,22,6,40,2,4
3,9,26,16,6,36,2,4
3,8,12,5,2,14,0,1
2,6,39,23,7,44,2,0
5,6,4,3,2,18,1,0
7,2,30,8,3,18,1,1
7,2,47,12,4,22,1,2
1,0,20,10,4,25,1,3
2,4,8,3,2,11,0,0
3,0,24,15,6,51,2,0
4,8,28,18,6,36,2,4
0,1,15,7,3,25,1,2
5,7,31,23,4,29,2,0
0,0,4,1,1,3,0,0
0,0,32,23,8,55,2,4
3,9,47,24,7,44,2,4
0,0,36,17,4,29,1,3
0,0,6,1,1,7,0,1
5,6,13,9,6,36,2,5
1,1,42,12,4,18,1,0
7,4,29,10,3,22,1,2
2,6,33,13,4,18,0,0
0,0,36,19,6,33,2,3
2,5,37,19,6,33,2,3
7,2,43,9,3,18,1,2
7,2,14,4,2,11,0,1
7,2,39,17,4,29,1,3
7,2,36,20,6,36,2,3
5,8,33,24,7,44,2,4
3,8,40,24,7,47,2,4
3,3,45,21,6,36,2,3
5,5,30,19,7,55,2,5
4,9,20,10,3,22,1,2
2,5,5,7,4,25,2,5
2,7,36,16,4,29,2,2
3,9,6,4,2,14,0,1
3,8,4,2,2,7,0,1
3,8,1,0,0,0,0,0
3,8,0,0,0,0,0,0
2,9,37,21,6,40,2,4
3,1,5,3,2,14,0,0
4,9,33,12,4,25,1,0
3,7,8,6,3,25,1,0
5,6,39,24,6,36,2,4
3,0,9,3,2,11,0,0
4,0,23,8,3,18,1,2
3,0,38,23,6,36,2,4
2,4,0,0,1,7,0,0
0,1,21,7,3,18,1,2
0,1,21,10,4,29,1,1
0,2,27,15,6,33,2,4
5,9,19,7,3,25,1,0
3,2,12,5,2,14,0,1
0,1,32,21,6,36,2,4
4,3,27,14,6,47,2,0
7,1,45,24,7,47,2,4
4,2,10,3,2,11,0,1
7,6,39,24,7,44,2,0
3,4,13,6,2,14,0,1
7,4,23,8,3,18,1,2
0,5,36,24,7,44,2,4
5,3,6,3,2,11,0,0
3,4,39,21,7,55,2,5
4,5,38,23,7,40,2,4
0,0,23,21,7,40,2,4
0,0,32,23,7,55,2,4
3,6,2,1,1,3,0,0
5,1,5,6,3,25,2,1
5,8,14,9,4,36,2,0
5,7,18,13,6,44,2,4
2,4,3,2,2,14,1,0
0,0,2,2,2,14,0,0
4,9,18,14,7,51,2,5
3,7,27,24,6,36,2,4
0,0,27,19,7,47,2,4
0,0,39,16,6,33,2,3
5,3,1,1,1,7,0,0
0,0,47,18,6,29,2,4
0,0,38,20,7,55,2,5
0,0,26,17,6,51,2,4
0,0,24,18,6,44,2,4
5,7,4,3,3,18,1,0
0,1,8,8,4,40,1,4
5,6,5,4,3,18,1,0
5,6,5,3,2,18,1,0
5,8,33,20,7,51,2,0
4,9,28,8,3,18,1,0
2,4,0,0,1,3,0,0
5,8,20,16,6,36,2,3
5,6,23,13,4,25,1,3
2,5,40,15,7,51,2,0
2,6,39,14,4,33,2,0
4,9,39,24,7,44,2,3
5,8,28,21,6,36,2,4
4,2,42,16,7,55,2,0
4,4,7,6,4,33,2,0
4,4,19,7,2,7,0,0
0,2,35,13,4,25,1,2
0,2,46,18,6,29,2,4
3,9,21,17,6,40,2,4
3,5,27,19,7,55,2,5
3,0,8,1,1,3,0,0
4,9,3,3,2,14,0,0
4,7,7,5,3,22,1,0
5,7,13,7,3,25,1,0
5,7,27,9,3,18,0,0
5,6,15,9,4,33,2,0
3,2,32,14,6,36,2,4
5,9,19,12,6,44,2,5
5,9,25,18,7,51,2,4
4,7,24,19,7,55,2,5
3,2,37,18,6,33,2,3
3,2,5,6,3,25,1,3
7,4,43,23,6,36,2,3
3,1,34,12,4,29,2,3
5,3,40,21,6,40,2,3
7,3,44,19,6,36,2,3
5,3,15,8,4,33,2,0
4,7,21,13,6,40,2,5
4,7,2,1,2,11,0,0
3,2,41,19,6,33,2,3
2,7,47,20,6,40,2,4
5,3,1,2,2,14,1,1
5,3,10,3,2,14,0,0
2,6,16,9,4,33,2,5
5,6,19,11,6,40,2,4
0,0,33,6,2,14,0,2
0,0,48,21,6,36,2,4
0,0,40,10,3,22,1,2
5,7,19,13,6,47,2,5
0,0,5,6,3,25,1,4
3,4,33,14,4,25,1,2
7,7,28,17,7,51,2,5
5,3,12,6,2,14,0,1
1,1,41,15,4,25,1,0
0,7,4,3,2,18,1,0
6,0,4,2,2,11,0,0
4,8,32,13,4,25,1,2
4,8,8,3,2,7,0,1
0,0,23,18,7,51,2,5
0,0,15,17,6,40,2,5
0,0,44,24,8,47,2,0
0,0,41,19,6,44,2,3
0,0,31,20,7,44,2,4
7,4,30,22,7,40,2,4
7,3,35,20,6,33,2,3
2,6,9,7,4,36,2,0
4,9,10,4,2,11,0,1
0,2,8,3,2,7,0,1
0,2,9,3,2,7,0,1
3,7,32,20,6,36,2,3
4,5,25,12,4,25,1,2
5,4,11,4,2,11,0,1
3,2,47,24,6,36,2,0
7,4,48,21,6,36,2,3
0,1,46,22,6,36,2,3
0,1,34,10,4,25,1,2
0,1,11,7,3,22,1,1
0,1,35,20,6,33,2,3
3,5,12,4,2,11,0,1
3,6,9,3,2,7,0,1
3,6,3,2,2,14,0,0
5,3,9,3,2,11,0,1
4,3,19,18,6,33,2,4
5,3,16,6,2,14,0,1
3,0,26,18,6,36,2,3
2,6,14,9,6,40,2,4
4,9,38,20,6,36,2,4
3,9,11,4,2,11,0,1
4,0,15,6,2,14,0,1
2,9,44,24,8,58,2,0
7,5,43,12,4,25,1,2
0,1,34,9,3,22,1,0
0,1,34,22,8,55,2,5
2,8,36,12,6,36,2,0
5,8,22,18,7,47,2,5
3,9,36,18,4,33,2,3
3,0,27,21,6,40,2,3
3,4,42,23,6,40,2,4
3,4,41,24,6,33,2,4
3,4,4,1,1,3,0,1
5,8,1,3,3,18,1,4
0,0,42,23,7,51,2,0
0,0,38,22,7,51,2,4
0,0,26,14,6,36,2,4
4,7,23,18,7,51,2,5
7,2,44,18,6,33,2,2
0,2,35,11,3,22,1,3
2,2,24,13,6,44,2,0
7,4,22,14,6,29,2,3
5,7,44,14,6,40,2,0
3,0,0,0,1,3,0,0
3,9,40,24,6,36,2,0
4,2,29,17,7,55,2,0
0,1,45,21,6,36,2,4
0,1,33,22,7,47,2,4
0,1,34,24,7,44,2,4
0,5,29,15,4,25,1,2
2,1,9,8,4,33,2,5
7,2,47,20,6,33,2,3
7,4,37,20,6,29,2,4
3,7,18,14,7,51,2,0
0,7,4,3,2,18,1,0
0,7,4,3,2,14,1,0
5,6,6,2,2,11,0,0
5,5,30,14,4,29,1,3
0,5,25,20,6,29,1,4
0,5,47,21,7,40,2,3
3,2,5,1,1,3,0,1
4,0,30,23,6,36,2,3
4,8,26,13,4,25,1,3
5,4,38,13,6,40,2,0
2,4,1,0,1,3,0,0
2,4,6,4,3,22,1,0
7,2,41,23,7,44,2,4
4,9,27,10,4,29,1,2
3,7,25,15,6,47,2,5
3,7,22,18,7,51,2,5
5,6,9,4,2,14,0,1
2,5,9,3,2,11,0,1
0,1,26,14,4,25,1,3
0,1,43,20,6,33,2,4
0,1,21,10,4,25,1,1
0,1,10,5,2,14,0,1
0,1,38,12,4,25,1,2
0,1,5,3,2,18,1,0
7,5,36,14,6,47,2,4
7,2,43,19,4,29,1,3
0,1,14,8,4,29,2,0
0,1,16,7,3,22,1,1
3,6,35,21,7,51,2,4
3,6,42,24,7,47,2,5
2,5,5,2,2,11,0,0
4,5,11,4,2,11,0,1
4,5,45,21,6,36,2,3
0,3,41,20,6,40,2,0
0,0,48,23,7,40,2,4
0,0,39,21,7,51,2,5
5,7,23,17,7,51,2,5
0,0,44,24,7,55,2,4
4,4,4,2,2,11,0,0
4,4,47,17,4,29,2,3
4,4,7,4,2,14,0,1
5,3,41,23,6,33,2,3
4,9,23,19,7,55,2,5
4,0,21,11,4,22,1,2
4,3,5,3,2,14,0,1
7,0,24,10,3,22,1,2
7,2,17,12,6,40,2,4
4,2,14,6,2,14,0,1
4,2,6,2,2,7,0,1
7,2,23,21,7,40,2,4
3,9,4,1,1,7,0,1
3,9,48,15,4,25,1,3
3,9,45,20,6,33,2,3
0,0,32,18,6,33,2,3
0,0,45,18,6,33,2,3
7,3,14,8,4,29,2,2
4,7,30,15,6,40,2,4
4,7,19,14,6,47,2,4
5,9,28,13,6,44,2,0
4,9,31,19,6,36,2,3
5,2,39,22,7,36,2,0
4,9,34,23,7,40,2,4
0,0,26,19,7,47,2,4
0,0,25,20,6,33,2,3
2,2,38,12,6,40,2,0
7,4,35,21,6,36,2,3
7,4,16,7,3,14,0,2
7,4,32,12,4,25,1,2
2,7,42,20,7,51,2,1
0,2,21,14,6,40,2,4
7,2,36,21,6,36,2,4
5,3,27,15,6,33,2,3
2,2,26,20,6,33,2,3
5,2,7,5,3,22,1,0
0,0,19,17,6,36,2,4
0,0,27,13,4,25,1,3
4,9,14,7,3,18,1,2
4,8,2,0,0,0,0,1
4,9,2,1,2,11,0,1
4,8,26,16,4,33,2,3
4,9,25,9,3,22,1,2
2,9,35,12,4,25,1,3
2,8,37,24,7,44,2,4
0,1,29,12,4,25,1,2
7,5,28,17,7,51,2,1
2,6,7,7,4,29,2,4
3,8,43,23,6,36,2,3
5,4,5,6,3,25,1,2
0,2,29,21,7,51,2,4
4,9,35,19,6,29,1,4
3,2,47,10,3,22,1,3
7,5,17,11,7,51,2,4
0,0,10,4,2,14,0,1
3,4,12,5,2,14,0,1
4,3,7,3,2,18,1,0
5,3,34,14,4,25,1,2
3,0,30,18,6,33,2,3
0,1,12,7,3,22,1,1
0,1,42,12,4,29,2,2
5,7,17,9,4,36,2,4
7,1,31,22,7,55,2,1
2,2,6,3,2,7,0,1
3,3,10,3,2,11,0,1
4,9,38,21,7,40,2,4
3,4,45,22,6,36,2,4
3,4,2,1,1,3,0,0
0,1,14,8,4,29,2,0
0,1,42,18,6,33,2,4
0,1,39,20,6,44,2,4
2,4,26,12,6,47,2,5
3,9,8,3,2,11,0,1
4,2,3,3,2,18,1,0
7,2,37,10,3,22,1,2
7,2,7,3,2,11,0,1
7,2,31,17,6,33,2,2
7,2,12,4,2,14,0,1
0,7,7,3,2,14,0,0
4,9,38,19,6,22,1,0
4,9,3,1,2,7,0,0
4,4,5,3,2,14,0,1
0,0,1,1,1,3,0,0
3,4,3,1,1,3,0,0
3,4,0,0,0,0,0,0
4,2,24,9,3,22,1,2
4,2,9,3,2,11,0,1
4,2,2,1,1,3,0,1
4,2,5,4,2,14,0,0
0,0,33,20,6,33,2,4
7,2,31,21,6,40,2,2
1,0,0,0,0,0,0,0
7,4,43,11,4,25,1,2
7,4,22,9,4,25,1,1
5,9,46,24,7,47,2,4
2,8,9,3,2,11,0,1
5,5,17,7,3,25,1,0
4,0,6,4,2,18,1,1
4,0,11,4,2,7,0,1
2,0,47,22,7,47,2,0
4,8,39,17,7,51,2,5
5,7,7,2,2,7,0,0
5,8,42,9,3,18,1,2
7,4,44,13,4,25,1,2
0,0,26,10,3,22,1,2
3,2,43,20,6,36,2,3
3,7,7,7,4,33,2,4
5,7,46,24,7,40,2,4
0,1,20,7,3,22,1,1
0,0,46,18,6,33,2,3
0,5,31,21,7,51,2,4
3,5,32,22,7,51,2,4
3,9,14,6,2,14,0,1
3,9,36,12,4,25,1,2
5,7,39,24,7,44,2,0
0,0,47,16,6,33,2,3
0,1,22,9,4,25,1,0
0,1,44,14,4,29,1,0
5,9,22,10,4,36,2,0
2,5,15,10,6,40,2,3
0,0,41,12,4,22,1,2
0,0,10,4,2,14,0,1
3,4,14,6,2,14,0,1
3,4,11,4,2,11,0,1
1,1,18,6,2,3,0,0
1,1,32,17,6,25,1,0
1,1,30,15,4,29,1,2
3,9,27,18,4,29,2,3
7,0,37,9,3,22,1,0
7,7,29,8,3,25,1,0
3,0,38,16,6,33,2,3
3,0,35,20,6,36,2,4
3,0,29,18,6,33,2,3
5,8,38,24,7,47,2,4
3,0,1,1,1,7,0,0
3,2,46,15,6,36,2,0
4,9,47,24,7,40,2,4
4,8,2,1,1,3,0,1
7,0,25,10,3,22,1,2
0,0,26,11,4,22,1,2
5,1,8,4,2,14,0,1
5,1,9,3,2,7,0,1
0,0,16,7,3,18,1,2
0,1,21,10,4,29,2,2
0,1,30,19,6,33,1,3
0,7,19,5,2,11,0,0
0,2,45,24,6,33,2,3
5,3,12,5,2,14,0,1
3,2,33,18,7,55,2,0
0,2,36,21,6,36,2,4
0,2,45,24,7,40,2,4
0,2,44,24,7,40,2,4
5,8,18,14,6,47,2,5
7,2,37,21,6,33,2,3
7,2,43,21,6,33,2,3
7,6,27,13,6,40,2,4
4,9,22,21,7,47,2,1
0,5,23,16,6,36,2,4
3,6,42,14,4,25,1,2
3,6,28,14,6,29,2,4
4,9,22,9,3,22,1,2
3,9,2,1,2,11,0,0
2,9,43,14,4,29,1,2
3,9,27,18,6,33,2,4
5,8,14,5,2,14,0,1
4,9,34,24,7,40,2,4
4,9,47,19,6,36,2,3
4,6,0,0,1,7,0,0
2,2,10,6,3,22,1,0
0,5,44,24,6,40,2,4
4,9,15,10,6,40,2,4
5,5,2,1,2,14,1,0
0,0,39,22,7,47,2,4
0,0,1,1,1,7,0,0
0,0,25,22,7,55,2,4
2,8,42,17,7,47,2,4
5,7,1,1,2,11,0,0
4,4,37,14,6,33,2,2
5,3,1,1,1,7,0,0
3,9,25,10,4,22,1,3
2,5,40,24,7,47,2,0
3,2,40,22,6,33,2,3
7,2,25,14,4,29,1,2
4,8,33,21,6,33,2,4
4,1,13,6,2,14,0,1
0,1,34,21,7,40,2,3
0,1,17,7,3,22,1,0
0,1,10,6,3,22,1,1
0,1,44,14,4,29,1,2
0,1,40,20,6,33,2,3
0,1,46,20,4,25,1,3
0,1,22,12,4,33,2,2
0,1,25,9,3,22,1,2
0,1,10,6,3,25,1,0
3,9,28,20,7,44,2,4
3,7,31,11,4,25,1,4
4,4,1,1,1,3,0,0
5,3,47,23,6,33,2,4
5,4,10,4,2,11,0,1
3,6,29,22,7,51,2,4
3,0,22,15,6,40,2,4
4,0,37,20,6,36,2,3
0,5,24,16,6,51,2,2
3,0,0,1,1,7,0,0
0,1,9,2,1,7,0,1
5,6,11,4,2,14,0,1
3,4,9,3,2,11,0,1
3,5,4,6,3,22,1,2
3,5,12,5,2,14,1,1
7,4,11,4,2,11,0,1
5,6,17,6,2,14,0,1
2,5,33,12,6,36,2,2
2,2,47,19,6,33,2,3
7,2,24,7,3,14,0,1
7,2,24,15,4,29,1,3
7,2,28,19,4,29,1,3
4,9,29,20,6,40,2,4
3,9,23,14,6,36,2,4
4,2,14,5,2,14,0,1
3,8,31,9,3,18,1,2
5,5,1,1,2,14,1,0
5,5,2,1,1,7,0,0
3,0,39,15,4,29,1,3
0,0,45,21,6,36,2,3
2,5,28,20,7,47,2,4
2,9,30,18,6,36,2,3
3,6,27,21,7,55,2,4
0,0,39,20,7,51,2,4
2,4,47,22,6,36,2,3
7,5,37,24,7,44,2,0
3,9,42,23,7,40,2,4
3,2,6,4,3,18,1,0
3,7,35,19,4,29,2,3
5,6,39,24,7,47,2,0
3,9,36,20,6,29,2,4
2,4,18,14,6,47,2,4
3,5,39,22,6,36,2,3
2,4,5,3,2,14,0,0
2,1,19,7,3,14,0,0
4,6,0,0,1,7,0,0
3,9,22,14,4,25,1,2
5,7,14,9,4,36,2,5
5,7,15,10,6,44,2,5
5,6,13,9,4,36,2,5
0,2,10,9,4,36,2,4
2,9,28,17,7,51,2,5
4,9,31,15,6,44,2,0
5,3,7,3,2,7,0,1
5,3,38,19,6,36,2,4
4,9,13,4,2,11,0,1
0,0,40,24,8,44,2,0
3,4,3,2,2,7,0,1
1,1,41,21,6,33,1,4
2,9,23,14,6,44,2,2
5,9,20,15,7,51,2,5
3,2,34,15,4,29,1,3
3,2,40,14,4,25,1,3
4,9,10,3,2,7,0,1
3,8,11,4,2,11,0,1
2,2,18,11,6,40,2,4
0,1,35,12,4,22,1,0
0,1,22,15,6,44,2,5
0,1,29,20,7,47,2,5
2,9,18,14,6,47,2,5
5,8,23,17,7,51,2,4
2,7,2,2,2,11,0,0
3,0,41,13,4,25,1,3
4,9,48,16,4,29,2,3
4,9,46,18,6,33,2,3
0,0,32,10,3,22,1,2
0,0,24,16,6,33,2,4
0,0,36,20,7,47,2,4
0,4,30,23,6,44,2,2
4,8,29,20,7,40,2,4
4,2,15,7,3,18,1,0
4,7,19,13,6,47,2,5
3,2,28,15,4,29,1,3
3,2,40,20,6,33,2,3
0,3,27,18,6,36,2,3
0,0,45,24,6,40,2,4
0,0,13,4,2,11,0,1
7,4,43,10,3,22,1,2
5,4,0,0,0,3,0,0
3,9,43,14,4,25,1,2
4,8,15,6,2,14,0,1
7,2,23,10,3,22,1,2
4,8,45,23,6,33,2,3
3,2,0,0,0,0,0,0
