,alpha_freq,delta_width,u_freq,g_freq,r_width,i_freq,z_width,redshift_width
57217,1,3,2,4,4,4,4,4
57218,4,3,4,4,3,3,4,2
57219,4,3,0,0,1,0,1,0
57220,0,3,2,2,3,3,4,0
57221,0,3,2,3,4,4,5,12
57222,0,3,2,3,4,4,4,8
57223,2,2,3,4,3,3,3,3
57224,3,4,0,0,1,0,2,1
57225,1,6,1,1,3,2,3,3
57226,2,2,0,1,2,1,3,0
57227,2,2,0,0,1,0,2,9
57228,3,3,1,0,1,0,1,0
57229,3,5,3,3,3,2,3,2
57230,3,1,3,2,2,1,2,2
57231,3,1,4,4,3,3,3,3
57232,0,0,3,2,2,1,3,1
57233,3,6,3,2,3,2,3,2
57234,1,6,0,0,2,1,2,10
57235,1,6,0,0,1,0,1,0
57236,1,6,0,0,1,1,2,0
57237,1,6,0,0,1,0,1,0
57238,4,3,4,4,3,3,4,2
57239,4,3,0,0,0,0,0,0
57240,1,3,0,0,1,0,1,1
57241,1,3,0,0,1,0,1,0
57242,1,3,4,4,3,3,3,2
57243,1,3,2,1,2,1,2,1
57244,0,1,3,4,4,4,5,3
57245,1,2,3,2,3,2,3,1
57246,3,1,2,2,3,4,4,0
57247,2,5,1,2,3,4,4,8
57248,1,3,2,1,2,1,2,1
57249,1,3,0,0,1,0,1,0
57250,2,4,1,1,1,0,1,1
57251,2,4,0,0,1,0,2,0
57252,2,5,2,3,3,4,4,3
57253,2,2,0,0,1,0,2,0
57254,2,6,4,4,4,4,4,6
57255,2,1,3,3,3,2,3,3
57256,4,3,0,0,1,1,2,0
57257,2,5,3,4,3,3,4,3
57258,4,3,2,1,2,1,3,0
57259,4,2,4,4,3,3,3,3
57260,4,2,1,0,1,0,1,0
57261,2,3,3,4,3,2,3,2
57262,2,3,2,2,2,1,3,1
57263,4,1,4,2,3,2,3,1
57264,4,2,4,2,3,1,3,2
57265,2,2,0,0,1,0,1,0
57266,1,6,1,1,2,2,3,0
57267,1,6,1,2,3,4,4,5
57268,4,3,3,4,3,3,3,2
57269,4,3,4,4,3,3,3,4
57270,0,0,4,2,2,1,2,2
57271,1,3,0,0,0,0,1,0
57272,1,3,1,0,1,0,1,0
57273,1,3,0,0,1,1,2,0
57274,1,3,3,3,3,2,3,3
57275,1,3,1,0,1,0,1,1
57276,0,1,4,2,2,1,3,2
57277,0,1,4,4,3,2,3,3
57278,0,1,2,4,4,4,5,3
57279,2,1,2,3,3,2,3,2
57280,4,4,1,1,2,1,2,0
57281,0,1,0,0,0,0,0,0
57282,0,1,0,0,1,0,0,0
57283,0,1,0,0,0,0,0,0
57284,0,1,2,1,2,1,2,1
57285,0,1,3,3,3,2,3,2
57286,1,3,4,4,3,3,3,3
57287,3,5,2,3,3,2,3,3
57288,1,5,2,3,3,4,4,4
57289,4,3,1,1,3,2,4,7
57290,1,4,2,3,4,3,3,5
57291,0,3,2,2,3,2,3,1
57292,0,3,4,4,4,4,4,3
57293,3,5,2,2,3,3,4,0
57294,2,5,2,3,4,4,5,4
57295,1,2,0,0,1,0,1,0
57296,1,3,4,4,3,3,3,3
57297,3,5,3,3,4,4,5,0
57298,3,1,0,0,1,0,1,0
57299,0,1,3,4,4,4,6,1
57300,0,3,2,2,3,4,4,10
57301,2,5,0,0,1,0,1,0
57302,2,5,4,4,3,3,4,3
57303,2,4,4,3,3,2,3,2
57304,2,4,4,1,1,1,2,0
57305,2,4,0,0,0,0,0,0
57306,3,6,4,4,3,2,3,3
57307,1,6,4,4,4,4,4,4
57308,1,1,0,1,2,2,3,8
57309,1,3,3,3,3,2,3,2
57310,2,2,3,1,2,1,2,2
57311,3,2,3,4,3,3,3,3
57312,4,2,3,4,3,3,3,2
57313,1,6,3,4,4,4,4,6
57314,1,4,2,2,3,2,3,2
57315,1,1,4,4,3,2,3,0
57316,1,5,4,4,4,4,4,2
57317,3,3,3,3,4,4,5,10
57318,3,4,4,4,4,3,3,3
57319,3,5,3,4,3,3,3,0
57320,2,1,1,1,1,0,2,0
57321,2,5,3,4,4,4,4,4
57322,3,5,0,0,1,0,1,0
57323,4,2,3,4,3,3,4,2
57324,2,5,2,2,3,4,5,3
57325,0,1,3,3,3,3,3,2
57326,4,1,1,1,2,2,3,1
57327,0,1,3,4,4,4,4,4
57328,2,1,4,4,4,3,4,4
57329,4,3,4,4,4,4,4,3
57330,0,3,2,2,3,3,4,0
57331,1,4,2,2,2,1,2,1
57332,1,4,0,1,2,1,3,13
57333,1,4,1,1,3,3,4,7
57334,1,4,1,2,3,4,4,6
57335,1,6,4,4,4,4,4,4
57336,1,5,1,2,3,3,4,9
57337,1,6,2,2,3,3,4,1
57338,1,6,4,3,3,2,3,2
57339,2,2,3,3,4,4,5,0
57340,3,3,1,0,1,0,2,0
57341,4,1,2,3,3,2,3,3
57342,0,2,4,3,3,2,3,2
57343,0,2,4,3,3,3,3,3
57344,2,2,0,1,2,1,2,1
57345,4,3,2,2,3,2,3,2
57346,4,3,3,2,2,1,3,1
57347,4,2,2,2,3,4,4,0
57348,2,2,0,0,1,0,1,0
57349,0,2,2,3,3,3,3,3
57350,4,2,4,3,3,2,3,2
57351,1,6,1,1,2,2,3,10
57352,1,6,2,3,4,4,4,11
57353,2,5,0,0,1,0,2,0
57354,2,5,0,0,1,0,1,0
57355,3,2,3,4,3,2,3,3
57356,1,3,3,3,3,2,3,2
57357,2,4,3,3,4,4,5,0
57358,4,3,4,2,2,1,2,2
57359,4,3,4,4,3,3,3,2
57360,1,5,1,2,3,4,4,11
57361,2,2,3,2,3,4,5,0
57362,0,4,2,2,4,4,5,0
57363,2,2,1,1,1,0,2,1
57364,2,2,4,2,3,2,3,2
57365,0,2,3,3,3,2,3,2
57366,3,5,4,3,3,2,3,0
57367,2,1,3,3,3,2,3,5
57368,2,1,4,3,3,3,4,3
57369,1,2,4,3,3,2,3,2
57370,1,2,4,3,3,2,3,3
57371,2,5,2,3,4,4,5,6
57372,4,4,0,0,0,0,0,0
57373,0,0,4,2,3,2,3,2
57374,4,3,4,4,4,3,4,0
57375,2,1,1,0,1,0,1,0
57376,2,1,2,2,3,2,3,0
57377,2,2,2,3,3,3,4,2
57378,2,2,3,3,3,2,3,2
57379,1,3,1,2,3,3,4,12
57380,2,4,0,0,1,0,2,0
57381,2,4,1,1,1,1,2,0
57382,1,6,1,2,3,3,4,10
57383,1,6,2,2,3,3,4,14
57384,1,6,0,0,0,0,1,0
57385,0,1,3,3,3,4,4,4
57386,1,3,3,4,4,3,4,3
57387,1,3,4,4,3,3,4,2
57388,2,6,2,1,2,1,2,1
57389,3,1,4,1,2,1,2,1
57390,2,6,0,1,2,2,3,0
57391,2,6,2,1,2,1,3,0
57392,3,5,2,2,3,2,3,2
57393,1,5,3,4,3,2,3,3
57394,3,3,0,0,0,0,0,0
57395,4,3,3,2,2,1,3,2
57396,3,4,3,3,3,1,3,0
57397,1,1,0,0,1,0,2,0
57398,1,1,3,4,3,2,3,3
57399,2,1,2,3,3,2,3,4
57400,1,2,0,0,1,1,2,0
57401,1,3,3,1,2,1,2,1
57402,4,3,2,3,3,2,3,2
57403,0,1,2,4,4,4,4,5
57404,3,1,0,0,1,0,1,0
57405,0,1,0,0,1,1,2,0
57406,2,2,3,1,2,1,2,1
57407,4,2,3,3,3,2,3,2
57408,0,5,2,1,3,2,3,0
57409,3,6,4,3,3,1,2,0
57410,0,0,1,0,1,0,1,0
57411,1,6,1,2,3,3,4,4
57412,1,6,0,0,1,0,1,0
57413,1,3,3,3,3,2,3,2
57414,1,3,4,2,2,1,2,2
57415,2,1,3,4,3,3,3,3
57416,2,1,2,2,3,2,3,3
57417,2,1,2,4,3,2,3,3
57418,2,2,4,3,3,2,3,3
57419,3,3,2,2,3,4,4,0
57420,3,3,0,0,1,0,2,0
57421,1,3,0,0,1,0,1,0
57422,1,3,0,0,1,0,1,0
57423,2,5,2,1,2,0,1,0
57424,2,5,4,3,4,4,4,0
57425,1,3,0,1,1,1,2,0
57426,0,3,1,1,1,0,2,1
57427,0,3,0,0,1,0,1,0
57428,1,3,0,0,0,0,1,0
57429,0,1,2,2,3,3,4,2
57430,2,5,3,4,4,3,3,4
57431,2,5,3,2,3,2,3,3
57432,2,5,3,3,3,2,3,2
57433,2,5,3,4,4,3,4,3
57434,2,5,3,4,3,3,3,3
57435,1,5,4,4,4,3,4,3
57436,1,6,2,1,2,1,2,1
57437,2,1,4,4,3,2,3,3
57438,1,3,2,3,4,4,4,3
57439,3,5,2,1,1,0,2,1
57440,3,1,1,1,2,1,3,1
57441,0,1,2,2,3,2,3,1
57442,1,5,2,4,3,3,3,3
57443,3,3,1,2,2,1,3,3
57444,3,4,4,4,4,4,3,9
57445,4,4,3,3,3,2,3,2
57446,3,2,1,0,1,0,2,1
57447,2,2,2,3,3,2,3,3
57448,0,1,1,2,3,3,4,9
57449,0,1,3,2,3,1,3,0
57450,0,1,3,3,3,2,3,0
57451,1,6,2,2,3,4,5,0
57452,2,5,3,4,3,3,3,3
57453,1,5,3,2,3,2,3,3
57454,2,5,4,3,3,2,3,3
57455,2,4,3,3,4,4,5,0
57456,2,1,3,4,3,2,3,2
57457,4,3,2,2,3,3,4,0
57458,0,4,1,4,4,4,4,3
57459,2,2,4,4,3,3,3,3
57460,3,2,4,2,3,1,6,1
57461,1,3,4,4,3,2,3,2
57462,1,3,1,1,1,0,2,0
57463,4,4,4,4,3,3,3,2
57464,3,1,2,4,3,2,3,3
57465,3,3,2,2,3,4,4,13
57466,3,4,0,0,1,1,2,0
57467,3,2,0,1,2,2,3,7
57468,4,2,4,4,3,3,3,4
57469,0,2,0,0,1,0,1,0
57470,1,3,0,0,1,0,1,0
57471,1,3,0,0,1,0,2,0
57472,1,3,2,1,1,0,2,0
57473,2,4,1,1,1,0,2,0
57474,2,4,0,0,1,0,1,0
57475,2,4,0,0,1,1,2,0
57476,4,2,4,4,4,4,4,3
57477,4,2,3,2,2,1,2,2
57478,0,1,2,3,3,3,3,3
57479,0,1,4,4,3,2,3,3
57480,2,2,4,4,1,0,2,0
57481,2,2,4,4,3,2,3,2
57482,1,7,1,0,1,0,1,0
57483,4,3,1,0,1,0,1,0
57484,4,3,4,4,4,3,3,3
57485,0,3,4,3,3,2,4,3
57486,1,3,3,3,3,3,3,2
57487,1,2,3,2,2,1,3,1
57488,1,3,0,0,1,0,1,0
57489,1,3,0,0,1,0,1,0
57490,2,4,0,0,0,0,0,0
57491,3,4,2,2,3,3,4,0
57492,0,2,4,4,4,3,3,0
57493,0,2,4,3,3,2,3,3
57494,2,1,1,0,1,0,1,0
57495,0,1,2,2,3,2,3,2
57496,0,1,4,4,3,3,3,3
57497,0,1,1,1,2,1,2,0
57498,1,2,3,3,3,2,3,2
57499,1,2,3,3,3,2,3,4
57500,1,3,0,0,1,0,2,0
57501,4,3,0,0,1,0,1,0
57502,1,4,4,4,4,3,4,3
57503,3,6,3,4,3,3,3,3
57504,3,6,3,3,3,3,4,1
57505,1,2,0,1,2,2,3,10
57506,1,3,0,0,1,0,1,0
57507,1,3,1,1,1,0,2,0
57508,2,4,1,0,1,0,1,1
57509,4,3,3,2,3,3,4,0
57510,0,4,1,2,3,4,5,10
57511,4,4,1,1,3,2,4,7
57512,2,6,3,2,3,2,3,2
57513,4,4,1,0,1,0,2,0
57514,3,6,3,4,4,4,4,3
57515,1,5,1,2,3,3,4,6
57516,1,5,3,2,2,1,2,0
57517,0,2,3,4,4,3,3,4
57518,2,5,4,3,3,2,3,2
57519,3,3,3,3,4,4,4,0
57520,3,3,4,3,3,2,3,1
57521,4,2,2,2,3,2,3,0
57522,1,2,0,0,1,0,1,0
57523,0,1,2,4,4,4,5,6
57524,2,5,2,3,4,4,5,0
57525,2,1,3,2,3,4,4,0
57526,2,2,2,2,3,4,4,14
57527,0,5,4,3,3,3,4,1
57528,4,3,4,4,3,3,4,2
57529,2,4,4,4,4,3,4,5
57530,4,2,4,2,3,4,4,0
57531,3,5,0,0,1,0,2,0
57532,2,6,3,4,3,2,3,2
57533,3,5,2,3,3,2,3,2
57534,2,3,4,2,3,2,3,0
57535,2,1,4,2,2,1,2,2
57536,2,1,2,3,3,3,4,3
57537,2,1,0,0,1,0,1,0
57538,2,5,4,4,3,3,3,0
57539,2,4,1,0,1,0,1,0
57540,4,4,3,3,3,3,5,2
57541,2,2,3,3,3,2,3,2
57542,2,1,3,3,3,2,3,3
57543,4,3,0,0,2,1,2,0
57544,0,1,3,4,4,4,4,4
57545,2,3,3,4,3,3,4,3
57546,3,5,1,1,1,0,2,0
57547,2,6,1,1,1,1,2,0
57548,0,3,2,4,3,3,3,3
57549,2,2,4,3,3,2,3,2
57550,0,1,0,0,0,0,0,0
57551,0,1,4,4,4,4,4,4
57552,3,4,1,1,1,0,1,1
57553,1,3,1,1,1,0,2,0
57554,1,6,1,1,3,2,3,11
57555,1,6,0,0,1,0,1,0
57556,1,6,0,0,2,1,2,0
57557,2,1,3,3,3,3,3,3
57558,0,2,4,4,3,2,3,3
57559,2,4,3,4,4,4,5,4
57560,1,4,3,4,4,4,4,4
57561,4,3,3,3,3,2,3,2
57562,0,3,4,4,4,4,4,7
57563,1,5,3,3,4,4,5,0
57564,2,5,4,4,4,3,4,4
57565,2,5,1,0,1,0,2,0
57566,1,3,4,3,3,2,3,2
57567,1,3,4,3,3,2,3,0
57568,3,6,1,1,2,1,2,0
57569,2,4,0,0,1,0,1,0
57570,1,2,3,4,3,3,3,3
57571,2,5,2,1,3,2,3,0
57572,2,5,2,2,3,3,4,9
57573,2,4,4,4,4,3,4,3
57574,0,1,4,3,3,2,3,0
57575,1,3,4,2,2,1,2,2
57576,2,4,4,4,3,2,3,3
57577,2,4,0,0,1,0,1,0
57578,1,3,0,0,1,0,2,0
57579,2,4,0,0,1,0,1,0
57580,0,1,3,3,3,3,3,3
57581,0,1,3,4,3,2,3,2
57582,4,4,0,1,2,2,3,9
57583,0,4,1,1,3,2,3,8
57584,3,5,0,0,1,1,2,0
57585,0,1,1,1,2,1,3,0
57586,0,1,3,4,4,4,4,4
57587,2,5,0,0,1,0,1,0
57588,2,5,1,0,1,0,2,0
57589,2,5,0,0,0,0,0,0
57590,2,5,4,2,2,1,3,2
57591,0,3,1,1,3,3,4,7
57592,2,3,4,3,3,2,3,2
57593,4,1,3,3,3,2,3,2
57594,4,1,4,2,2,1,3,2
57595,0,1,2,3,4,4,5,2
57596,0,1,3,2,2,1,2,0
57597,1,3,3,4,3,3,3,3
57598,1,6,2,1,2,1,3,0
57599,0,5,4,3,4,4,5,0
57600,3,5,3,4,4,3,3,0
57601,0,1,2,1,2,2,3,0
57602,0,1,3,2,3,1,3,0
57603,1,3,3,4,4,4,6,3
57604,4,4,2,1,3,3,3,0
57605,4,2,4,4,3,2,3,3
57606,0,1,4,4,3,3,3,3
57607,0,1,3,4,3,3,3,3
57608,1,4,0,0,1,0,2,13
57609,1,4,0,1,2,1,3,5
57610,4,2,4,3,3,2,3,2
57611,1,5,2,3,3,2,3,3
57612,1,5,3,2,3,3,4,0
57613,4,2,0,0,1,0,1,0
57614,3,3,3,3,3,4,4,0
57615,1,4,2,4,4,4,4,4
57616,2,6,3,4,3,2,3,2
57617,2,5,3,2,2,1,2,2
57618,1,1,3,3,3,3,4,3
57619,1,6,1,1,2,1,2,1
57620,4,3,1,2,3,4,4,0
57621,0,1,2,3,4,4,4,8
57622,0,5,0,0,1,0,1,0
57623,1,4,2,2,2,1,3,2
57624,2,5,1,2,3,4,4,10
57625,3,5,2,3,4,4,5,13
57626,3,5,2,1,2,2,3,0
57627,3,5,2,2,3,4,4,0
57628,1,6,3,3,3,2,3,3
57629,1,6,1,1,2,2,3,7
57630,3,2,1,2,3,3,4,11
57631,1,3,0,0,0,0,1,0
57632,1,3,0,0,1,0,2,0
57633,1,3,0,0,0,0,1,0
57634,1,2,4,3,3,1,3,2
57635,0,1,3,4,4,4,6,4
57636,0,1,4,2,2,1,2,2
57637,1,6,1,2,3,4,4,8
57638,1,6,2,2,3,3,4,1
57639,1,6,2,2,3,4,5,3
57640,2,1,4,3,3,2,3,2
57641,3,5,2,3,3,2,3,3
57642,3,6,2,2,2,1,3,2
57643,2,1,2,3,3,3,4,3
57644,2,1,3,3,3,2,3,3
57645,2,1,2,3,3,2,3,3
57646,2,1,4,4,3,3,3,3
57647,1,5,2,3,3,4,5,5
57648,0,1,2,3,4,4,5,4
57649,4,2,4,4,4,3,4,3
57650,0,5,0,1,2,1,3,0
57651,4,1,4,3,3,3,3,2
57652,3,3,4,3,3,3,4,3
57653,2,6,4,4,3,3,3,3
57654,2,2,3,2,2,1,3,2
57655,1,6,2,2,3,4,4,13
57656,1,6,0,0,2,1,2,0
57657,1,6,1,1,2,1,3,0
57658,0,4,4,4,4,4,4,4
57659,0,2,0,1,2,1,3,0
57660,4,2,1,1,2,2,3,11
57661,0,2,3,4,3,3,3,3
57662,3,0,0,0,1,0,1,0
57663,4,4,4,3,3,2,3,2
57664,2,6,2,1,2,1,2,1
57665,0,1,0,0,0,0,0,0
57666,1,3,0,0,1,0,1,0
57667,1,3,4,2,2,1,3,1
57668,1,2,4,2,2,1,2,2
57669,0,1,4,4,4,4,4,3
57670,0,1,2,2,3,2,3,3
57671,1,5,3,4,4,4,4,0
57672,3,3,3,3,4,4,4,0
57673,1,3,0,0,1,0,1,0
57674,2,4,1,0,1,0,2,1
57675,1,2,1,1,2,1,2,0
57676,4,2,4,4,4,3,4,4
57677,4,2,4,1,2,1,2,1
57678,4,2,3,2,2,1,3,1
57679,4,3,2,2,3,1,2,2
57680,3,6,2,1,2,1,2,0
57681,1,2,0,0,1,0,1,1
57682,4,6,0,0,1,0,2,0
57683,2,1,4,4,3,3,4,2
57684,2,1,3,2,2,1,3,2
57685,2,1,3,4,3,3,4,2
57686,4,1,3,4,4,4,4,4
57687,2,1,1,0,1,0,1,0
57688,0,1,2,1,2,1,2,0
57689,0,1,2,3,4,4,4,6
57690,3,5,2,1,2,1,2,1
57691,1,5,3,4,4,4,4,7
57692,2,5,2,3,4,4,5,9
57693,1,1,3,3,3,3,3,3
57694,2,5,2,3,4,4,5,4
57695,2,4,1,0,1,0,2,0
57696,1,2,3,3,2,1,2,2
57697,2,1,1,1,1,0,2,1
57698,4,7,0,0,1,0,2,0
57699,4,5,4,4,4,4,4,0
57700,2,5,2,3,4,4,5,14
57701,1,5,4,3,3,2,3,3
57702,1,6,3,4,4,3,4,2
57703,1,4,0,0,2,1,2,0
57704,1,4,0,0,1,1,2,0
57705,1,4,0,0,1,0,1,0
57706,1,4,4,3,3,2,3,6
57707,4,1,3,2,2,1,3,1
57708,4,4,2,2,3,4,4,10
57709,1,4,2,2,3,2,3,2
57710,1,4,3,4,4,4,5,4
57711,4,3,3,3,3,2,3,3
57712,3,2,4,1,2,1,2,1
57713,0,1,4,3,3,2,3,1
57714,0,1,3,2,2,2,3,1
57715,4,1,0,1,2,1,2,0
57716,1,5,0,0,1,0,1,0
57717,3,3,1,1,1,0,2,0
57718,2,4,4,3,3,2,3,2
57719,2,4,4,4,4,3,4,4
57720,2,5,2,2,3,4,4,0
57721,2,4,4,2,2,1,3,2
57722,1,2,3,1,1,0,4,1
57723,2,1,4,4,3,3,4,3
57724,2,1,4,2,3,2,3,2
57725,2,1,3,2,3,1,3,2
57726,0,4,3,4,4,3,3,4
57727,1,2,4,3,3,2,3,2
57728,1,6,2,3,4,4,5,11
57729,1,6,2,3,4,4,5,12
57730,0,0,1,0,1,0,1,1
57731,0,0,3,3,3,2,3,2
57732,0,5,1,1,2,1,3,0
57733,0,1,4,4,4,4,5,2
57734,3,4,4,3,3,4,5,0
57735,0,1,3,3,3,2,3,2
57736,0,1,1,1,2,1,2,1
57737,0,2,4,3,3,3,3,3
57738,1,3,3,3,3,2,3,2
57739,3,5,3,4,3,3,3,0
57740,3,5,3,4,3,2,3,3
57741,1,2,2,1,2,1,2,1
57742,2,4,0,0,1,0,2,0
57743,2,5,3,3,4,4,5,0
57744,2,4,1,1,1,0,1,0
57745,1,5,2,2,3,3,4,9
57746,4,3,2,1,2,2,3,0
57747,2,2,3,3,4,4,5,1
57748,0,4,1,1,2,2,3,0
57749,4,2,4,3,3,2,3,2
57750,1,3,0,0,1,0,1,0
57751,1,6,1,2,3,4,4,12
57752,1,6,0,1,2,1,3,0
57753,3,2,0,0,0,0,1,0
57754,1,3,4,2,2,1,2,1
57755,1,3,3,2,3,1,3,3
57756,0,1,4,4,3,3,4,3
57757,2,1,2,3,3,3,4,3
57758,2,1,3,4,3,3,4,3
57759,4,0,2,1,2,1,2,1
57760,4,4,1,2,3,4,4,10
57761,2,1,3,4,3,3,3,2
57762,1,6,1,2,3,3,4,9
57763,2,4,4,2,2,1,3,1
57764,1,3,0,0,0,0,0,0
57765,2,5,4,3,3,2,3,2
57766,2,5,4,3,3,3,3,3
57767,3,4,0,0,1,1,3,0
57768,1,2,2,2,3,3,4,4
57769,1,3,4,4,4,4,5,13
57770,4,2,3,2,3,3,4,0
57771,0,2,3,4,4,3,4,3
57772,0,2,4,2,2,1,3,1
57773,1,3,2,1,2,1,2,1
57774,1,3,1,1,1,1,2,0
57775,2,4,0,0,1,0,2,0
57776,2,4,2,2,2,1,2,1
57777,1,2,2,1,2,1,2,1
57778,3,6,0,0,0,0,0,0
57779,4,4,3,3,3,3,3,3
57780,3,6,3,1,2,1,2,1
57781,0,1,4,4,3,2,3,3
57782,0,1,4,3,3,4,4,0
57783,0,1,2,3,3,4,5,3
57784,0,1,4,4,4,4,5,3
57785,4,4,1,0,1,0,1,0
57786,1,5,1,2,3,4,5,14
57787,3,6,1,1,2,2,3,0
57788,0,1,4,4,4,4,4,4
57789,0,1,2,1,2,1,2,1
57790,0,1,1,1,2,1,2,0
57791,3,5,3,4,4,3,4,4
57792,1,3,1,1,2,2,3,0
57793,2,1,4,4,3,2,3,3
57794,3,1,4,4,3,3,4,3
57795,3,1,3,2,2,1,3,2
57796,2,4,3,3,3,2,3,2
57797,1,2,4,2,2,1,3,2
57798,2,5,2,2,3,3,4,0
57799,3,5,0,1,2,2,3,14
57800,2,5,3,2,2,1,2,2
57801,3,5,2,1,2,1,3,0
57802,1,4,0,0,1,0,2,0
57803,2,4,2,4,3,2,3,3
57804,2,4,3,3,3,3,4,4
57805,1,5,3,2,3,4,4,0
57806,0,1,3,4,4,4,4,4
57807,4,1,4,3,3,4,4,3
57808,3,3,2,3,3,3,3,3
57809,1,6,0,0,2,1,2,0
57810,1,6,4,4,3,3,3,3
57811,1,6,2,2,3,4,5,4
57812,3,3,4,4,4,3,4,2
57813,3,5,0,0,1,0,1,0
57814,3,5,2,1,2,1,2,0
57815,4,3,0,0,1,0,2,0
57816,1,2,4,2,3,2,3,3
57817,1,3,0,1,2,1,3,0
57818,2,3,0,0,1,1,2,0
57819,3,5,3,4,3,2,3,3
57820,1,3,2,2,3,3,4,1
57821,0,2,4,4,4,3,4,2
57822,0,2,3,3,3,3,4,1
57823,1,1,0,1,2,1,2,0
57824,3,5,0,0,0,0,0,0
57825,1,3,3,4,4,4,4,3
57826,3,5,0,0,1,0,1,0
57827,3,3,3,4,4,4,4,2
57828,4,5,2,3,4,4,5,6
57829,3,5,4,3,4,4,5,12
57830,3,4,3,4,4,4,5,7
57831,1,3,0,0,1,0,1,0
57832,2,4,0,0,0,0,1,0
57833,2,1,1,1,1,0,2,0
57834,1,5,2,3,3,2,3,3
57835,3,4,1,1,2,1,3,0
57836,3,4,0,0,1,0,2,0
57837,3,4,2,1,2,0,1,0
57838,0,1,4,4,3,2,3,3
57839,4,3,4,4,3,3,4,3
57840,2,3,2,1,2,1,2,0
57841,1,6,1,1,3,2,3,3
57842,2,6,4,3,3,3,4,0
57843,1,6,1,1,3,3,4,13
57844,2,4,2,2,3,4,5,0
57845,2,2,2,2,3,4,5,0
57846,0,4,4,4,4,3,4,4
57847,0,2,0,0,1,0,2,0
57848,4,3,2,2,3,3,4,0
57849,4,6,1,1,2,1,2,0
57850,1,6,1,1,2,2,3,0
57851,1,6,0,0,1,0,2,0
57852,3,4,2,1,2,1,2,1
57853,1,1,1,1,2,2,3,0
57854,1,2,0,0,1,0,1,0
57855,0,1,3,4,4,4,5,4
57856,0,1,4,3,3,2,3,3
57857,1,3,1,0,1,0,1,1
57858,1,2,4,4,3,2,3,3
57859,2,1,2,2,3,2,3,3
57860,2,1,3,4,3,2,3,2
57861,2,1,3,3,3,2,3,3
57862,3,5,4,4,3,2,3,3
57863,1,2,1,1,2,2,3,0
57864,2,2,0,0,1,0,2,0
57865,2,2,2,4,3,3,4,2
57866,1,2,3,4,4,4,4,3
57867,2,4,4,2,2,1,3,2
57868,0,2,4,4,4,4,4,3
57869,1,3,1,1,1,0,2,1
57870,4,4,0,0,2,1,3,0
57871,0,2,1,2,3,3,4,7
57872,4,2,0,0,2,1,2,0
57873,4,3,0,1,2,1,3,9
57874,3,3,4,4,4,4,4,0
57875,0,1,2,2,3,2,3,2
57876,4,1,4,4,4,4,4,4
57877,4,2,4,3,3,2,3,1
57878,2,3,4,4,3,2,3,3
57879,0,1,0,0,1,0,2,0
57880,0,1,1,2,2,2,3,1
57881,0,1,2,1,2,2,3,0
57882,0,1,1,1,2,1,3,0
57883,0,1,1,1,2,0,2,0
57884,0,1,2,1,2,1,2,0
57885,1,5,3,4,3,3,3,3
57886,2,6,0,0,1,0,2,0
57887,4,3,0,0,1,0,1,0
57888,1,3,0,0,1,0,1,0
57889,3,2,4,4,3,2,3,3
57890,3,3,0,0,0,0,0,0
57891,3,3,0,0,1,0,2,0
57892,0,0,0,0,1,0,2,0
57893,0,4,1,1,3,2,3,4
57894,0,2,3,2,2,1,3,1
57895,0,2,3,4,4,4,4,3
57896,1,6,3,2,2,1,2,2
57897,4,3,1,2,3,4,4,11
57898,1,5,2,2,3,4,5,9
57899,1,6,1,1,3,2,4,3
57900,1,6,1,1,3,3,4,3
57901,1,6,3,2,3,1,2,0
57902,1,6,0,0,0,0,1,0
57903,1,6,1,1,2,2,3,0
57904,1,6,2,2,3,3,4,0
57905,3,4,0,0,1,0,1,0
57906,1,1,0,1,2,1,3,9
57907,1,2,3,4,3,3,4,3
57908,3,4,4,3,3,3,4,0
57909,3,5,4,4,3,2,3,3
57910,2,1,4,3,3,3,4,2
57911,0,1,4,4,4,4,4,3
57912,1,5,4,2,2,0,1,0
57913,1,5,3,2,2,1,2,0
57914,2,5,3,3,4,4,5,3
57915,2,5,2,3,4,4,6,0
57916,1,3,0,0,1,0,2,0
57917,2,5,2,3,4,4,4,3
57918,2,4,1,1,2,1,2,1
57919,2,3,4,4,4,4,5,4
57920,2,4,0,0,1,0,2,0
57921,2,3,3,4,4,4,4,4
57922,2,1,4,3,3,3,4,3
57923,2,1,2,2,3,2,3,3
57924,2,1,0,0,1,1,2,0
57925,2,1,1,1,1,0,2,0
57926,0,1,3,3,4,4,5,4
57927,1,5,2,3,3,3,4,3
57928,0,5,3,4,3,3,4,2
57929,0,5,3,4,3,2,3,3
57930,1,3,2,2,2,1,2,2
57931,1,3,0,0,1,0,2,0
57932,2,4,0,0,0,0,0,0
57933,2,6,1,1,1,0,2,0
57934,3,6,3,4,4,3,4,3
57935,1,5,2,1,2,1,2,2
57936,4,2,0,1,2,1,3,0
57937,0,0,1,1,2,2,3,0
57938,1,1,3,3,3,2,3,2
57939,1,5,4,4,4,4,4,3
57940,1,6,4,4,3,3,4,3
57941,2,6,4,4,3,4,4,1
57942,2,6,4,4,4,4,4,0
57943,4,3,3,1,2,1,2,1
57944,2,4,2,3,4,4,5,4
57945,4,2,4,3,3,2,3,2
57946,0,1,4,4,4,4,4,3
57947,0,3,2,3,3,1,3,2
57948,0,3,1,1,1,0,2,0
57949,1,3,3,2,2,1,3,1
57950,1,6,3,1,2,1,2,2
